image_name,target
ISIC_0052060,0.00043681357
ISIC_0052349,0.00017834315
ISIC_0058510,7.2364186e-05
ISIC_0073313,0.00020058574
ISIC_0073502,0.023266552
ISIC_0074618,0.008161773
ISIC_0076801,0.0010349839
ISIC_0077586,0.03928773
ISIC_0082004,0.0046328055
ISIC_0082785,0.0029137316
ISIC_0085332,7.8141806e-05
ISIC_0087243,2.496964e-05
ISIC_0088167,0.00044163177
ISIC_0089356,0.00025012202
ISIC_0090283,0.016764583
ISIC_0092481,0.02597336
ISIC_0095455,0.000503786
ISIC_0095790,7.106816e-05
ISIC_0097719,0.066224776
ISIC_0099348,0.12783222
ISIC_0101040,0.0015238991
ISIC_0101383,0.0007535099
ISIC_0105104,0.04214842
ISIC_0108196,0.0005574675
ISIC_0112420,0.35197407
ISIC_0114232,0.00022684105
ISIC_0115798,0.0006110681
ISIC_0116844,0.00015928611
ISIC_0126432,0.00039832882
ISIC_0131485,0.00038371875
ISIC_0131912,0.00018118188
ISIC_0131978,0.0005287288
ISIC_0139322,0.016485274
ISIC_0142066,0.04703075
ISIC_0143109,0.009002351
ISIC_0148210,0.00979061
ISIC_0148937,0.011183267
ISIC_0150213,0.0039952593
ISIC_0152553,8.0281374e-05
ISIC_0153127,0.00047479259
ISIC_0154289,0.0012437175
ISIC_0155813,0.058038317
ISIC_0155983,0.14617975
ISIC_0157088,0.0007016436
ISIC_0158761,0.00053801306
ISIC_0161963,0.024767775
ISIC_0165178,0.0064062974
ISIC_0165230,0.039641086
ISIC_0165615,0.00040414906
ISIC_0165617,0.0033962294
ISIC_0165674,0.0015427523
ISIC_0165928,0.0035163716
ISIC_0166561,5.1602325e-05
ISIC_0168125,0.02675943
ISIC_0169378,0.02141422
ISIC_0169575,0.00047083508
ISIC_0169906,0.086445846
ISIC_0171865,0.11030885
ISIC_0172678,0.00021343204
ISIC_0174800,0.0033798204
ISIC_0175014,0.0010226943
ISIC_0175798,0.18007109
ISIC_0176152,0.010412766
ISIC_0177083,0.008074824
ISIC_0178235,0.11195369
ISIC_0178258,0.0076641007
ISIC_0178428,0.021102857
ISIC_0178741,0.017180305
ISIC_0180057,0.0028289282
ISIC_0182213,0.19317903
ISIC_0183334,0.00014335482
ISIC_0183449,0.14622435
ISIC_0183658,0.00015651505
ISIC_0183771,0.0006636496
ISIC_0186715,0.02989715
ISIC_0187786,0.00079911563
ISIC_0188485,0.00025396916
ISIC_0191895,0.04109506
ISIC_0192184,0.0016032107
ISIC_0192807,8.765358e-05
ISIC_0193289,0.027782213
ISIC_0194115,0.0060040825
ISIC_0195744,0.024432963
ISIC_0195995,0.002993798
ISIC_0196159,0.04608181
ISIC_0196622,0.00035503064
ISIC_0196807,0.003955038
ISIC_0197182,0.01786956
ISIC_0197440,0.01868394
ISIC_0197860,0.013896218
ISIC_0198376,0.00022718709
ISIC_0198622,0.009563655
ISIC_0199195,0.008332116
ISIC_0199718,0.0019384462
ISIC_0199780,0.0003338558
ISIC_0200120,0.20023668
ISIC_0204399,0.000342976
ISIC_0204875,0.00024281046
ISIC_0205627,0.0010733415
ISIC_0206261,0.0013509687
ISIC_0206934,0.035070688
ISIC_0207197,0.014894247
ISIC_0208233,0.022899825
ISIC_0209640,0.00051482033
ISIC_0210915,0.0017807673
ISIC_0212435,0.00041362265
ISIC_0212468,0.0015766167
ISIC_0213848,0.0033170835
ISIC_0216203,0.043186218
ISIC_0216447,0.24919744
ISIC_0220438,0.16798471
ISIC_0220466,0.0074272724
ISIC_0223354,0.0007564022
ISIC_0223463,0.07684578
ISIC_0223760,0.00060483103
ISIC_0224309,0.0005826518
ISIC_0225471,0.001175189
ISIC_0225894,0.012475917
ISIC_0226234,0.00034200048
ISIC_0227767,0.000462935
ISIC_0228452,0.0048512025
ISIC_0229266,0.0070362417
ISIC_0230247,0.0011835948
ISIC_0230499,0.015663123
ISIC_0231539,0.027866181
ISIC_0231788,0.0061401636
ISIC_0232763,0.01876269
ISIC_0235107,0.015402405
ISIC_0235501,0.038251363
ISIC_0235505,0.009984982
ISIC_0235542,0.0010590085
ISIC_0238185,0.000329076
ISIC_0238872,0.1951114
ISIC_0239635,0.12115737
ISIC_0240839,0.0012626074
