image_name,target
ISIC_0052060,0.00041735847
ISIC_0052349,3.161e-05
ISIC_0058510,9.773709e-05
ISIC_0073313,9.361383e-05
ISIC_0073502,0.0013506036
ISIC_0074618,0.0003845818
ISIC_0076801,0.0017384369
ISIC_0077586,0.010984592
ISIC_0082004,0.0015200021
ISIC_0082785,0.0017839078
ISIC_0085332,1.0019916e-05
ISIC_0087243,3.5497767e-05
ISIC_0088167,0.00024450777
ISIC_0089356,0.0003980742
ISIC_0090283,0.0024500217
ISIC_0092481,0.0007572432
ISIC_0095455,0.0005073537
ISIC_0095790,0.0002418613
ISIC_0097719,0.14600289
ISIC_0099348,0.1030738
ISIC_0101040,0.0011028454
ISIC_0101383,0.00023117845
ISIC_0105104,0.052328765
ISIC_0108196,0.00020006587
ISIC_0112420,0.36604705
ISIC_0114232,2.1685835e-05
ISIC_0115798,0.00075221795
ISIC_0116844,8.066616e-05
ISIC_0126432,0.0004579198
ISIC_0131485,8.34601e-05
ISIC_0131912,9.858698e-05
ISIC_0131978,0.00031714578
ISIC_0139322,0.0020059878
ISIC_0142066,0.00632914
ISIC_0143109,0.0009961065
ISIC_0148210,0.0062797824
ISIC_0148937,0.0017124854
ISIC_0150213,0.004224949
ISIC_0152553,7.57415e-05
ISIC_0153127,0.0005217871
ISIC_0154289,0.0006122487
ISIC_0155813,0.06399032
ISIC_0155983,0.40892142
ISIC_0157088,0.00086627033
ISIC_0158761,0.0003488339
ISIC_0161963,0.024902834
ISIC_0165178,0.0070928573
ISIC_0165230,0.009428227
ISIC_0165615,0.00044829474
ISIC_0165617,0.002122042
ISIC_0165674,0.0005742356
ISIC_0165928,0.005242264
ISIC_0166561,2.2264843e-05
ISIC_0168125,0.050201826
ISIC_0169378,0.001237404
ISIC_0169575,0.00052889826
ISIC_0169906,0.17816386
ISIC_0171865,0.06661863
ISIC_0172678,5.2533615e-05
ISIC_0174800,0.0053460943
ISIC_0175014,0.0015440108
ISIC_0175798,0.15687564
ISIC_0176152,0.0025925057
ISIC_0177083,0.008890658
ISIC_0178235,0.2701876
ISIC_0178258,0.010268157
ISIC_0178428,0.07095186
ISIC_0178741,0.01975165
ISIC_0180057,0.0005970486
ISIC_0182213,0.19522345
ISIC_0183334,5.822388e-05
ISIC_0183449,0.11941943
ISIC_0183658,0.00011928638
ISIC_0183771,0.0019882307
ISIC_0186715,0.052731186
ISIC_0187786,0.0007250194
ISIC_0188485,0.0014713334
ISIC_0191895,0.16001296
ISIC_0192184,0.003873198
ISIC_0192807,0.00015778029
ISIC_0193289,0.03224296
ISIC_0194115,0.0039522136
ISIC_0195744,0.010668794
ISIC_0195995,0.00021080712
ISIC_0196159,0.18677734
ISIC_0196622,0.00011087683
ISIC_0196807,0.017411964
ISIC_0197182,0.0029644768
ISIC_0197440,0.003977683
ISIC_0197860,0.0005198519
ISIC_0198376,0.00017254551
ISIC_0198622,0.004896949
ISIC_0199195,0.001485029
ISIC_0199718,0.00036401395
ISIC_0199780,8.180375e-05
ISIC_0200120,0.35801128
ISIC_0204399,0.000119146855
ISIC_0204875,0.00027462337
ISIC_0205627,8.009785e-05
ISIC_0206261,0.001236644
ISIC_0206934,0.015054162
ISIC_0207197,0.08273977
ISIC_0208233,0.049464464
ISIC_0209640,0.00021173604
ISIC_0210915,0.0010368165
ISIC_0212435,0.000276117
ISIC_0212468,0.004140943
ISIC_0213848,0.0008023133
ISIC_0216203,0.0022086918
ISIC_0216447,0.23839073
ISIC_0220438,0.30349892
ISIC_0220466,0.025368905
ISIC_0223354,0.00033779014
ISIC_0223463,0.09458707
ISIC_0223760,5.8508675e-05
ISIC_0224309,0.0003008679
ISIC_0225471,0.000629884
ISIC_0225894,0.001197695
ISIC_0226234,0.00017164226
ISIC_0227767,3.488105e-05
ISIC_0228452,0.0038138044
ISIC_0229266,0.0017763892
ISIC_0230247,0.0006094819
ISIC_0230499,0.05016203
ISIC_0231539,0.03218358
ISIC_0231788,0.0016282201
ISIC_0232763,0.0040616794
ISIC_0235107,0.0044245375
ISIC_0235501,0.06106516
ISIC_0235505,0.0361507
ISIC_0235542,0.0011357644
ISIC_0238185,6.9097965e-05
ISIC_0238872,0.018214066
ISIC_0239635,0.065648794
ISIC_0240839,0.00022046392
ISIC_0241566,0.024477715
ISIC_0243686,0.003510688
ISIC_0243937,0.00036589144
ISIC_0244266,0.00033715277
ISIC_0244465,0.00048748095
ISIC_0244617,0.00060866436
ISIC_0244885,0.00019084547
ISIC_0245273,0.027020406
ISIC_0246008,8.276501e-05
ISIC_0246211,0.00031791395
ISIC_0248702,0.0048616207
ISIC_0251455,0.012567176
ISIC_0251656,0.0023724127
ISIC_0252811,0.00095726905
ISIC_0254594,0.00023965604
ISIC_0255112,0.0006546569
ISIC_0256267,0.000114695984
ISIC_0258149,0.0049463147
ISIC_0258489,0.00047599478
ISIC_0258717,0.0006356047
ISIC_0259209,0.28924745
ISIC_0259237,0.002692754
ISIC_0261866,0.017833129
ISIC_0261904,0.0013921501
ISIC_0261907,0.00026736167
ISIC_0262392,0.0049681654
ISIC_0262492,0.0005150492
ISIC_0263920,0.0002460939
ISIC_0265011,3.984347e-05
ISIC_0267082,0.0006557074
ISIC_0268025,3.768795e-05
ISIC_0268451,0.0033914042
ISIC_0269476,2.5743622e-05
ISIC_0270022,0.00015885328
ISIC_0270367,0.0018631034
ISIC_0271223,0.011649776
ISIC_0272190,0.0005366803
ISIC_0273533,0.00021814587
ISIC_0274458,0.03874486
ISIC_0274698,0.0036781232
ISIC_0274789,0.22378428
ISIC_0276718,0.00043015013
ISIC_0280382,0.00014021648
ISIC_0280752,0.0022851755
ISIC_0280782,0.013280479
ISIC_0280827,0.0338024
ISIC_0281227,0.001638799
ISIC_0282269,0.0015192082
ISIC_0282486,0.00017401794
ISIC_0282737,0.00087367056
ISIC_0284147,1.9562685e-05
ISIC_0284441,0.002369899
ISIC_0284485,0.0003422971
ISIC_0285491,0.00038780313
