image_name,pred
ISIC_2637011,0.023971978999999997
ISIC_0076262,0.038014296
ISIC_0074268,0.0076096724
ISIC_0015719,0.010750381000000002
ISIC_0082543,0.009875723000000001
ISIC_0075663,0.009212385
ISIC_0068279,0.037928168
ISIC_0089401,0.009512858
ISIC_0076742,0.013769533999999998
ISIC_0075914,0.023931512999999998
ISIC_0091559,0.012527047
ISIC_0083035,0.009979709
ISIC_0078703,0.008651028
ISIC_0096328,0.01815595
ISIC_0085172,0.012707968
ISIC_0092726,0.011333264
ISIC_0097499,0.011545678
ISIC_0089738,0.018799111
ISIC_0147869,0.011703662
ISIC_0150975,0.031401295
ISIC_0092870,0.27520394
ISIC_0148677,0.011393203000000001
ISIC_0158127,0.008913664
ISIC_0094775,0.010516581
ISIC_0149568,0.04651738
ISIC_0160270,0.007418384300000001
ISIC_0097997,0.014802418000000001
ISIC_0153549,0.012958786000000002
ISIC_0163812,0.021984704
ISIC_0103298,0.008433016
ISIC_0154870,0.010732928999999999
ISIC_0165945,0.029112258999999998
ISIC_0109869,0.008722546500000001
ISIC_0156772,0.06561418
ISIC_0185547,0.005812225
ISIC_0151200,0.041199967000000004
ISIC_0164603,0.03261293
ISIC_0186437,0.0071929283
ISIC_0154338,0.013478148999999998
ISIC_0170696,0.022390462000000003
ISIC_0186501,0.015056661
ISIC_0155012,0.027505485
ISIC_0179056,0.06820349
ISIC_0188955,0.015941393999999998
ISIC_0159782,0.014502869
ISIC_0179104,0.02383484
ISIC_0189336,0.009953778
ISIC_0159996,0.058513675
ISIC_0184482,0.019889096000000002
ISIC_0192701,0.012006768000000001
ISIC_0164809,0.026096392000000003
ISIC_0187428,0.080694675
ISIC_0193785,0.026992587000000002
ISIC_0166202,0.15643089999999998
ISIC_0189333,0.07806371
ISIC_0199261,0.0064588003
ISIC_0170583,0.010228405999999999
ISIC_0194550,0.01702634
ISIC_0199455,0.015570767
ISIC_0170636,0.01316613
ISIC_0196694,0.018139633999999998
