image_name,target,pred,fold
ISIC_2637011,0,0.04827911,0
ISIC_0076262,0,0.025348013,0
ISIC_0074268,0,0.020306528,0
ISIC_0015719,0,0.021292705,0
ISIC_0082543,0,0.021919018,0
ISIC_0075663,0,0.0234091,0
ISIC_0068279,0,0.032128897,0
ISIC_0089401,0,0.016989654,0
ISIC_0076742,0,0.02218293,0
ISIC_0075914,0,0.022055797,0
ISIC_0091559,0,0.020886976,0
ISIC_0083035,0,0.019773377,0
ISIC_0078703,0,0.017347543,0
ISIC_0096328,0,0.021768004,0
ISIC_0085172,0,0.020509351,0
ISIC_0092726,0,0.028063636,0
ISIC_0097499,0,0.019353611,0
ISIC_0089738,0,0.036025908,0
ISIC_0147869,0,0.020455379,0
ISIC_0150975,0,0.035587374,0
ISIC_0092870,0,0.13122214,0
ISIC_0148677,0,0.017939573,0
ISIC_0158127,0,0.017106168,0
ISIC_0094775,0,0.018962234,0
ISIC_0149568,1,0.022996753,0
ISIC_0160270,0,0.02039585,0
ISIC_0097997,0,0.04062167,0
ISIC_0153549,0,0.044228178,0
ISIC_0163812,0,0.03195987,0
ISIC_0103298,0,0.019225622,0
ISIC_0154870,0,0.021067131,0
ISIC_0165945,0,0.03032247,0
ISIC_0109869,0,0.022178607,0
ISIC_0156772,0,0.032595083,0
ISIC_0185547,0,0.020030556,0
ISIC_0151200,0,0.050471965,0
ISIC_0164603,0,0.040880788,0
ISIC_0186437,0,0.022888632,0
ISIC_0154338,0,0.024804706,0
ISIC_0170696,0,0.024531795,0
ISIC_0186501,0,0.022049882,0
ISIC_0155012,0,0.02835667,0
ISIC_0179056,0,0.024641646,0
ISIC_0188955,0,0.029997343,0
ISIC_0159782,0,0.029500604,0
ISIC_0179104,0,0.033603434,0
ISIC_0189336,0,0.025349768,0
ISIC_0159996,0,0.12299334,0
ISIC_0184482,0,0.025134021,0
ISIC_0192701,0,0.021949774,0
ISIC_0164809,0,0.0464365,0
ISIC_0187428,0,0.04778006,0
ISIC_0193785,0,0.018625528,0
ISIC_0166202,0,0.050402924,0
ISIC_0189333,0,0.047917172,0
ISIC_0199261,0,0.019262828,0
ISIC_0170583,0,0.024977183,0
ISIC_0194550,0,0.028050661,0
ISIC_0199455,0,0.031865027,0
ISIC_0170636,0,0.02039556,0
ISIC_0196694,0,0.030500263,0
ISIC_0203016,0,0.024724888,0
ISIC_0174405,0,0.05646557,0
ISIC_0200999,0,0.050970975,0
ISIC_0204580,0,0.036116872,0
ISIC_0187498,0,0.023917306,0
ISIC_0202259,0,0.02275436,0
ISIC_0206079,0,0.023598837,0
ISIC_0196399,0,0.026747227,0
ISIC_0202576,0,0.01955319,0
ISIC_0213974,0,0.017894326,0
ISIC_0202023,0,0.02506109,0
ISIC_0204275,0,0.018824356,0
ISIC_0215054,0,0.034895167,0
ISIC_0204994,0,0.3612498,0
ISIC_0205127,0,0.025676245,0
ISIC_0215112,0,0.023065709,0
ISIC_0214186,0,0.020090675,0
ISIC_0215966,0,0.032369573,0
ISIC_0216690,0,0.019998766,0
ISIC_0219450,0,0.10968416,0
ISIC_0220649,0,0.07115,0
ISIC_0217267,0,0.016192187,0
ISIC_0224300,0,0.07343065,0
ISIC_0225245,0,0.025309421,0
ISIC_0218575,0,0.020815196,0
ISIC_0228497,0,0.023796052,0
ISIC_0229459,0,0.023640227,0
ISIC_0219948,0,0.018779106,0
ISIC_0229265,0,0.030259518,0
ISIC_0229832,0,0.022453863,0
ISIC_0222150,0,0.023471111,0
ISIC_0229871,0,0.032071788,0
ISIC_0232963,0,0.024660902,0
ISIC_0224919,0,0.022783307,0
ISIC_0232785,0,0.027122347,0
ISIC_0233487,0,0.028737431,0
ISIC_0231167,0,0.018011797,0
ISIC_0236531,0,0.036384977,0
ISIC_0234146,0,0.022950232,0
ISIC_0232101,1,0.050513398,0
ISIC_0238711,0,0.022980971,0
ISIC_0236261,0,0.026651626,0
ISIC_0234248,0,0.026409071,0
ISIC_0238824,0,0.025497127,0
ISIC_0237721,0,0.04867119,0
ISIC_0239843,0,0.06780894,0
ISIC_0238940,0,0.022419868,0
ISIC_0238871,0,0.019873483,0
ISIC_0242433,0,0.031314973,0
ISIC_0243683,0,0.07145378,0
ISIC_0239597,0,0.09932175,0
ISIC_0243849,0,0.03052249,0
ISIC_0250842,0,0.026897002,0
ISIC_0248321,0,0.046163086,0
ISIC_0248114,0,0.1872365,0
ISIC_0251149,0,0.05437515,0
ISIC_0248628,0,0.027214142,0
ISIC_0248521,0,0.022291698,0
ISIC_0252448,0,0.028174825,0
ISIC_0248936,0,0.019901292,0
ISIC_0253367,0,0.02040705,0
ISIC_0253516,0,0.02726758,0
ISIC_0250064,0,0.021987606,0
ISIC_0254517,0,0.025432384,0
ISIC_0256926,0,0.031042464,0
ISIC_0252649,0,0.031600256,0
ISIC_0258806,0,0.019254303,0
ISIC_0262276,0,0.034282133,0
ISIC_0254698,0,0.022417434,0
ISIC_0294170,0,0.040580817,0
ISIC_0271408,0,0.01792462,0
ISIC_0255914,0,0.03995832,0
ISIC_0298274,0,0.09987836,0
ISIC_0273664,0,0.029260872,0
ISIC_0258061,0,0.11077595,0
ISIC_0299504,0,0.033219136,0
ISIC_0278346,0,0.032400854,0
ISIC_0258821,0,0.020019459,0
ISIC_0301191,0,0.020252043,0
ISIC_0279526,0,0.0750343,0
ISIC_0262401,0,0.023200672,0
ISIC_0302804,0,0.020524712,0
ISIC_0286360,1,0.059500035,0
ISIC_0267054,0,0.02229761,0
ISIC_0305679,0,0.018619174,0
ISIC_0290881,0,0.030254878,0
ISIC_0268187,0,0.023496412,0
ISIC_0307377,0,0.025184654,0
ISIC_0293607,0,0.06008184,0
ISIC_0268633,0,0.028231787,0
ISIC_0315525,0,0.019875286,0
ISIC_0294733,0,0.02407744,0
ISIC_0270289,0,0.022827297,0
ISIC_0316826,0,0.060795333,0
ISIC_0294910,0,0.023178726,0
ISIC_0275984,0,0.18724708,0
ISIC_0322340,0,0.023889633,0
ISIC_0297186,0,0.025180168,0
ISIC_0278126,0,0.021910844,0
ISIC_0322967,0,0.026188474,0
ISIC_0300915,0,0.049168088,0
ISIC_0278130,0,0.021143591,0
ISIC_0325416,0,0.051255275,0
ISIC_0301931,0,0.07468379,0
ISIC_0280208,0,0.023679383,0
ISIC_0326523,0,0.04268231,0
ISIC_0308722,0,0.0708818,0
ISIC_0281291,0,0.020479823,0
ISIC_0334227,0,0.018555872,0
ISIC_0317589,0,0.034309726,0
ISIC_0281658,0,0.032397404,0
ISIC_0335396,0,0.01879465,0
ISIC_0334024,0,0.023022389,0
ISIC_0284422,0,0.02798725,0
ISIC_0337631,1,0.10492765,0
ISIC_0339930,0,0.022279669,0
ISIC_0286750,0,0.018864797,0
ISIC_0338377,0,0.021500887,0
ISIC_0341663,0,0.024074703,0
ISIC_0295178,0,0.027320959,0
ISIC_0338712,0,0.024044259,0
ISIC_0342557,0,0.031456757,0
ISIC_0304703,0,0.022118075,0
ISIC_0354589,0,0.019069761,0
ISIC_0342587,0,0.024610866,0
ISIC_0308133,0,0.045087937,0
ISIC_0357043,0,0.07977327,0
ISIC_0344052,0,0.036473732,0
ISIC_0311112,0,0.023677768,0
ISIC_0358071,0,0.027099688,0
ISIC_0347824,0,0.12584983,0
ISIC_0311369,0,0.01923518,0
ISIC_0364478,0,0.05729349,0
ISIC_0349484,0,0.026571173,0
ISIC_0313422,0,0.021056456,0
ISIC_0379979,0,0.023374934,0
ISIC_0349996,0,0.018802108,0
ISIC_0313507,0,0.025536476,0
ISIC_0380954,0,0.019775055,0
ISIC_0350472,0,0.023349727,0
ISIC_0322004,0,0.019943593,0
ISIC_0395456,0,0.12282159,0
ISIC_0357231,0,0.019301824,0
ISIC_0324600,0,0.029546164,0
ISIC_0412659,0,0.019609036,0
ISIC_0359307,0,0.27830395,0
ISIC_0325664,0,0.04004486,0
ISIC_0422061,0,0.018640768,0
ISIC_0367913,0,0.043290593,0
ISIC_0332865,0,0.02047685,0
ISIC_0423312,0,0.019170703,0
ISIC_0375073,0,0.03599487,0
ISIC_0339773,0,0.02023698,0
ISIC_0427209,0,0.06050144,0
ISIC_0377420,0,0.022823727,0
ISIC_0355920,0,0.030805973,0
ISIC_0430356,0,0.022172136,0
ISIC_0384214,0,0.05139799,0
ISIC_0361149,0,0.017804576,0
ISIC_0434114,0,0.030079706,0
ISIC_0385609,0,0.015317514,0
ISIC_0370132,0,0.054515444,0
ISIC_0435434,0,0.0650626,0
ISIC_0389955,0,0.061722517,0
ISIC_0381169,0,0.042834237,0
ISIC_0439726,0,0.021384954,0
ISIC_0395933,0,0.02344262,0
ISIC_0384200,0,0.020380288,0
ISIC_0442837,0,0.022508174,0
ISIC_0398069,0,0.027945114,0
ISIC_0386664,0,0.019662159,0
ISIC_0455456,0,0.16784486,0
ISIC_0400685,0,0.019772483,0
ISIC_0398140,0,0.025549524,0
ISIC_0455687,0,0.020699859,0
ISIC_0403893,0,0.02234184,0
ISIC_0399416,0,0.03887078,0
ISIC_0456905,0,0.04007559,0
ISIC_0411688,0,0.023032518,0
ISIC_0404809,0,0.028199457,0
ISIC_0465385,0,0.02245775,0
ISIC_0426592,0,0.020661067,0
ISIC_0405554,0,0.036131535,0
ISIC_0465476,0,0.025134956,0
ISIC_0430837,0,0.056600157,0
ISIC_0407040,0,0.12468841,0
ISIC_0468433,0,0.017129416,0
ISIC_0430904,0,0.0234406,0
ISIC_0413247,0,0.02340676,0
ISIC_0475341,0,0.12245066,0
ISIC_0439950,0,0.019860024,0
ISIC_0421558,0,0.02484042,0
ISIC_0482297,0,0.02223096,0
ISIC_0444339,0,0.027713347,0
ISIC_0422225,0,0.03512524,0
ISIC_0484568,0,0.022686142,0
ISIC_0445267,0,0.025056474,0
ISIC_0422283,0,0.018832179,0
ISIC_0485815,0,0.020222334,0
ISIC_0459035,0,0.017751466,0
ISIC_0423722,0,0.07288175,0
ISIC_0486478,0,0.021602036,0
ISIC_0462956,0,0.024049062,0
ISIC_0426487,0,0.019388018,0
ISIC_0494344,0,0.018870486,0
ISIC_0463621,0,0.025157867,0
ISIC_0440394,0,0.019706247,0
ISIC_0502016,0,0.019202942,0
ISIC_0472490,0,0.025796931,0
ISIC_0443835,0,0.021948868,0
ISIC_0506309,0,0.022460578,0
ISIC_0474406,0,0.022917958,0
ISIC_0445396,0,0.14387977,0
ISIC_0508937,0,0.035509303,0
ISIC_0475718,0,0.019497687,0
ISIC_0448016,0,0.020962996,0
ISIC_0510145,0,0.026948743,0
ISIC_0485753,0,0.02080275,0
ISIC_0448050,0,0.045606468,0
ISIC_0510785,0,0.025345195,0
ISIC_0486516,0,0.018511988,0
ISIC_0457868,0,0.03951137,0
ISIC_0516315,0,0.020320622,0
ISIC_0493653,0,0.025387464,0
ISIC_0467553,0,0.018011313,0
ISIC_0530054,0,0.023739273,0
ISIC_0496975,0,0.01878015,0
ISIC_0467850,0,0.03023812,0
ISIC_0538042,0,0.229367,0
ISIC_0504165,1,0.5698784,0
ISIC_0468611,0,0.027180456,0
ISIC_0538688,0,0.021918034,0
ISIC_0509247,0,0.020870805,0
ISIC_0469872,0,0.02269795,0
ISIC_0544886,0,0.026051527,0
ISIC_0517716,0,0.023693537,0
ISIC_0476762,0,0.022285277,0
ISIC_0552442,0,0.020016808,0
ISIC_0528380,0,0.024258174,0
ISIC_0483469,0,0.018275373,0
ISIC_0555146,0,0.022700315,0
ISIC_0534529,0,0.020391209,0
ISIC_0488192,0,0.024120605,0
ISIC_0558485,0,0.02449775,0
ISIC_0534674,0,0.020711042,0
ISIC_0488595,0,0.01948114,0
ISIC_0559314,0,0.021742217,0
ISIC_0535843,0,0.025893122,0
ISIC_0489611,0,0.021964794,0
ISIC_0562430,0,0.0288036,0
ISIC_0536454,0,0.061717626,0
ISIC_0495675,0,0.03126541,0
ISIC_0565251,0,0.018439328,0
ISIC_0539398,0,0.020376027,0
ISIC_0513013,0,0.048742663,0
ISIC_0567142,0,0.037771747,0
ISIC_0552221,0,0.018187054,0
ISIC_0513392,0,0.02177158,0
ISIC_0572450,0,0.021199435,0
ISIC_0559541,0,0.018269878,0
ISIC_0516613,0,0.03487071,0
ISIC_0574489,0,0.019396788,0
ISIC_0567814,0,0.03158564,0
ISIC_0530355,0,0.019771682,0
ISIC_0579562,0,0.030610112,0
ISIC_0583539,0,0.023049897,0
ISIC_0539380,0,0.030503726,0
ISIC_0586053,0,0.023077728,0
ISIC_0588322,0,0.022434551,0
ISIC_0544840,0,0.037554905,0
ISIC_0592946,0,0.029572649,0
ISIC_0592088,0,0.029651044,0
ISIC_0547769,0,0.05835774,0
ISIC_0596524,0,0.026330596,0
ISIC_0596607,0,0.024897404,0
ISIC_0548022,0,0.020235796,0
ISIC_0597414,0,0.022531472,0
ISIC_0608454,0,0.021211404,0
ISIC_0551684,0,0.052908007,0
ISIC_0609067,0,0.05693997,0
ISIC_0612816,0,0.036019914,0
ISIC_0558046,0,0.021888422,0
ISIC_0616491,0,0.022866463,0
ISIC_0615970,0,0.024233438,0
ISIC_0561944,0,0.025990456,0
ISIC_0618524,0,0.019242026,0
ISIC_0620587,0,0.028791262,0
ISIC_0566530,0,0.033259925,0
ISIC_0621010,0,0.024220103,0
ISIC_0622084,0,0.023094738,0
ISIC_0568828,0,0.043774582,0
ISIC_0633259,0,0.025782244,0
ISIC_0624783,0,0.035708796,0
ISIC_0573666,0,0.025014283,0
ISIC_0634107,0,0.019871078,0
ISIC_0626986,0,0.018241752,0
ISIC_0574880,0,0.060215473,0
ISIC_0651166,0,0.018351953,0
ISIC_0631420,0,0.021554785,0
ISIC_0576951,0,0.024887843,0
ISIC_0660770,0,0.01989038,0
ISIC_0638652,0,0.038171567,0
ISIC_0579836,0,0.034856793,0
ISIC_0661120,0,0.019391261,0
ISIC_0639769,1,0.71317744,0
ISIC_0588744,0,0.02031117,0
ISIC_0668739,0,0.033808086,0
ISIC_0640895,0,0.020474615,0
ISIC_0591011,0,0.021289922,0
ISIC_0668772,0,0.01904376,0
ISIC_0641480,0,0.020609356,0
ISIC_0591828,0,0.023825036,0
ISIC_0672985,0,0.021741183,0
ISIC_0644461,0,0.028303642,0
ISIC_0594534,0,0.017064035,0
ISIC_0676126,0,0.06439981,0
ISIC_0654636,0,0.018084241,0
ISIC_0605205,0,0.028319342,0
ISIC_0679494,0,0.027298843,0
ISIC_0660449,0,0.033329308,0
ISIC_0606437,0,0.019058807,0
ISIC_0680599,0,0.01854652,0
ISIC_0662000,1,0.12562725,0
ISIC_0607324,0,0.023622198,0
ISIC_0689354,0,0.021364402,0
ISIC_0664115,0,0.019974528,0
ISIC_0614681,0,0.023034483,0
ISIC_0691329,0,0.036827724,0
ISIC_0669605,0,0.031920657,0
ISIC_0621550,0,0.12641573,0
ISIC_0691454,0,0.023990361,0
ISIC_0675972,0,0.03283826,0
ISIC_0626390,0,0.026028747,0
ISIC_0697138,0,0.066051096,0
ISIC_0679781,0,0.018171776,0
ISIC_0626832,0,0.020709764,0
ISIC_0697951,0,0.021131732,0
ISIC_0680023,0,0.023682589,0
ISIC_0628352,0,0.020662915,0
ISIC_0700870,0,0.038370725,0
ISIC_0682403,0,0.031797577,0
ISIC_0645769,0,0.019845553,0
ISIC_0706512,0,0.021689765,0
ISIC_0683925,0,0.03177734,0
ISIC_0648773,0,0.021406077,0
ISIC_0707244,0,0.025025427,0
ISIC_0685154,0,0.028900491,0
ISIC_0659153,0,0.021879714,0
ISIC_0707824,0,0.021038705,0
ISIC_0696408,0,0.027183693,0
ISIC_0663446,0,0.0454664,0
ISIC_0711360,0,0.022042,0
ISIC_0699098,0,0.025307514,0
ISIC_0667763,0,0.019937275,0
ISIC_0711790,0,0.087312594,0
ISIC_0701449,0,0.02510417,0
ISIC_0669766,0,0.06758933,0
ISIC_0714807,0,0.037050094,0
ISIC_0705586,0,0.047953237,0
ISIC_0673183,0,0.023052119,0
ISIC_0718834,0,0.021377562,0
ISIC_0706891,0,0.06650734,0
ISIC_0674472,0,0.031112898,0
ISIC_0723780,0,0.021694344,0
ISIC_0711907,0,0.020657746,0
ISIC_0678121,0,0.031517442,0
ISIC_0723895,0,0.025735067,0
ISIC_0720105,0,0.024278302,0
ISIC_0682366,0,0.024642706,0
ISIC_0733140,0,0.02578795,0
ISIC_0728350,0,0.021854823,0
ISIC_0683986,0,0.14994018,0
ISIC_0743090,0,0.026016856,0
ISIC_0728967,0,0.02537207,0
ISIC_0695428,0,0.023019964,0
ISIC_0751219,0,0.018045424,0
ISIC_0737399,0,0.024819566,0
ISIC_0738510,0,0.036272112,0
ISIC_0752546,0,0.028348265,0
ISIC_0744013,1,0.14770965,0
ISIC_0742933,0,0.039222877,0
ISIC_0753080,0,0.0188053,0
ISIC_0746397,0,0.025518777,0
ISIC_0744870,0,0.020723484,0
ISIC_0765632,0,0.019158019,0
ISIC_0751582,0,0.025658881,0
ISIC_0745718,0,0.019767629,0
ISIC_0766935,0,0.018377585,0
ISIC_0760028,0,0.06464859,0
ISIC_0750683,0,0.06454597,0
ISIC_0771537,0,0.02271632,0
ISIC_0761472,0,0.027864467,0
ISIC_0757818,0,0.0240564,0
ISIC_0781161,0,0.026720611,0
ISIC_0763117,0,0.020358237,0
ISIC_0761049,0,0.029896097,0
ISIC_0781380,0,0.10849421,0
ISIC_0772833,0,0.024149753,0
ISIC_0761693,0,0.034378644,0
ISIC_0790942,0,0.02897223,0
ISIC_0780589,0,0.033624955,0
ISIC_0762591,0,0.020548375,0
ISIC_0791303,0,0.02942127,0
ISIC_0783177,0,0.022098718,0
ISIC_0770257,0,0.027033878,0
ISIC_0795802,0,0.019900419,0
ISIC_0786233,0,0.026218323,0
ISIC_0770861,0,0.02626971,0
ISIC_0796345,0,0.021928806,0
ISIC_0793501,0,0.025693433,0
ISIC_0771051,0,0.018865155,0
ISIC_0803850,0,0.05775454,0
ISIC_0799535,0,0.028641915,0
ISIC_0787229,0,0.02564777,0
ISIC_0817091,0,0.030114783,0
ISIC_0800079,0,0.021803195,0
ISIC_0805464,0,0.046780586,0
ISIC_0820978,0,0.027219366,0
ISIC_0809927,0,0.03670758,0
ISIC_0809112,0,0.033273276,0
ISIC_0821520,0,0.021220727,0
ISIC_0812959,0,0.036012135,0
ISIC_0813856,0,0.021155087,0
ISIC_0827099,0,0.037695184,0
ISIC_0813342,0,0.042632658,0
ISIC_0819357,0,0.028954357,0
ISIC_0830806,0,0.018942773,0
ISIC_0817140,0,0.024857586,0
ISIC_0819765,0,0.030500866,0
ISIC_0832987,0,0.028084693,0
ISIC_0819380,0,0.0376926,0
ISIC_0826847,0,0.01956129,0
ISIC_0834704,0,0.020871354,0
ISIC_0820029,0,0.025586857,0
ISIC_0828069,0,0.029032184,0
ISIC_0834745,0,0.022105096,0
ISIC_0821121,0,0.021805555,0
ISIC_0831173,0,0.018957354,0
ISIC_0836257,0,0.033319887,0
ISIC_0828916,0,0.02764904,0
ISIC_0832676,0,0.024016453,0
ISIC_0842426,0,0.01958798,0
ISIC_0833682,0,0.027844429,0
ISIC_0833889,1,0.048185762,0
ISIC_0844805,0,0.033305865,0
ISIC_0835700,0,0.08710913,0
ISIC_0846915,0,0.031989798,0
ISIC_0858513,0,0.027801706,0
ISIC_0846837,0,0.021806924,0
ISIC_0847730,0,0.035188805,0
ISIC_0871853,0,0.019981908,0
ISIC_0855990,0,0.022139214,0
ISIC_0852790,0,0.08650508,0
ISIC_0872821,0,0.020053027,0
ISIC_0869142,0,0.031062555,0
ISIC_0852869,0,0.021519452,0
ISIC_0873571,0,0.018625807,0
ISIC_0875528,0,0.03115226,0
ISIC_0862063,0,0.02637903,0
ISIC_0873923,0,0.066379495,0
ISIC_0877543,0,0.027186869,0
ISIC_0862183,0,0.01805843,0
ISIC_0876992,0,0.01971866,0
ISIC_0878530,0,0.025358295,0
ISIC_0865887,0,0.019201314,0
ISIC_0879097,0,0.018752469,0
ISIC_0882705,0,0.021204466,0
ISIC_0869745,0,0.020857757,0
ISIC_0886205,0,0.021823736,0
ISIC_0883681,0,0.084553175,0
ISIC_0870751,0,0.019873798,0
ISIC_0886700,0,0.022414248,0
ISIC_0886519,0,0.02051949,0
ISIC_0871035,0,0.04931115,0
ISIC_0889988,0,0.10608168,0
ISIC_0888799,0,0.021196216,0
ISIC_0873114,0,0.024263406,0
ISIC_0894608,0,0.17350425,0
ISIC_0908367,0,0.020875389,0
ISIC_0878793,0,0.018884273,0
ISIC_0894785,0,0.019769603,0
ISIC_0912649,0,0.02347908,0
ISIC_0881573,0,0.018738152,0
ISIC_0897459,0,0.026991354,0
ISIC_0924302,0,0.021758405,0
ISIC_0894220,0,0.021148164,0
ISIC_0901864,0,0.02121597,0
ISIC_0926728,0,0.035036154,0
ISIC_0898483,0,0.020917058,0
ISIC_0903020,0,0.027124953,0
ISIC_0928087,0,0.04353513,0
ISIC_0899891,0,0.033598393,0
ISIC_0911783,0,0.022640906,0
ISIC_0928264,0,0.04506336,0
ISIC_0901213,0,0.03592441,0
ISIC_0911989,0,0.019873459,0
ISIC_0935859,0,0.018519223,0
ISIC_0919903,0,0.030664004,0
ISIC_0914537,0,0.028537942,0
ISIC_0937257,0,0.023964502,0
ISIC_0922251,0,0.01809277,0
ISIC_0928604,0,0.055565346,0
ISIC_0946777,0,0.03312386,0
ISIC_0924902,0,0.02152843,0
ISIC_0931454,0,0.019933593,0
ISIC_0951915,0,0.024487043,0
ISIC_0927719,0,0.026211996,0
ISIC_0938864,0,0.019164892,0
ISIC_0956720,0,0.021947723,0
ISIC_0929483,0,0.02391141,0
ISIC_0940070,0,0.024083061,0
ISIC_0961055,0,0.03259578,0
ISIC_0933689,0,0.02040897,0
ISIC_0940561,0,0.052556932,0
ISIC_0962787,0,0.025331842,0
ISIC_0934223,0,0.037484333,0
ISIC_0948152,0,0.08156831,0
ISIC_0981661,0,0.15871707,0
ISIC_0937346,0,0.068090275,0
ISIC_0950828,0,0.025350899,0
ISIC_0982855,0,0.022348832,0
ISIC_0939648,0,0.020289874,0
ISIC_0981657,0,0.018251996,0
ISIC_0982984,0,0.13687104,0
ISIC_0943717,0,0.019703494,0
ISIC_0981883,0,0.071536765,0
ISIC_0983294,0,0.024537064,0
ISIC_0944273,0,0.06773463,0
ISIC_0983447,0,0.023687504,0
ISIC_1004265,0,0.026868002,0
ISIC_0953094,0,0.020836918,0
ISIC_0990942,0,0.019712573,0
ISIC_1008321,0,0.02870034,0
ISIC_0953133,0,0.040345903,0
ISIC_0995161,0,0.024272092,0
ISIC_1008609,0,0.023006182,0
ISIC_0954841,0,0.03575851,0
ISIC_1000648,0,0.018547468,0
ISIC_1010416,0,0.018247299,0
ISIC_0959085,0,0.01944744,0
ISIC_1003701,0,0.02175055,0
ISIC_1012387,0,0.05235764,0
ISIC_0963460,0,0.032529846,0
ISIC_1005597,0,0.04362682,0
ISIC_1016695,0,0.21102329,0
ISIC_0966527,0,0.024045141,0
ISIC_1014210,0,0.021936798,0
ISIC_1017377,0,0.029375946,0
ISIC_0969178,0,0.023204101,0
ISIC_1015191,0,0.021163272,0
ISIC_1030777,0,0.01797648,0
ISIC_0974159,0,0.021999877,0
ISIC_1017015,0,0.019040845,0
ISIC_1030920,0,0.06180704,0
ISIC_0976659,0,0.024574442,0
ISIC_1020809,0,0.018810185,0
ISIC_1031178,0,0.019715415,0
ISIC_0977596,0,0.028220212,0
ISIC_1020999,0,0.02751755,0
ISIC_1041621,0,0.033265885,0
ISIC_0983569,0,0.01678328,0
ISIC_1023676,0,0.024091845,0
ISIC_1046786,0,0.021919461,0
ISIC_0984151,0,0.05521635,0
ISIC_1030453,0,0.032185096,0
ISIC_1051595,0,0.030011563,0
ISIC_0985052,0,0.022521358,0
ISIC_1032034,0,0.034070358,0
ISIC_1052148,0,0.02799681,0
