image_name,pred
ISIC_2637011,0.02857166476056338
ISIC_0076262,0.03093680797183099
ISIC_0074268,0.028060688830985916
ISIC_0015719,0.02517566590140845
ISIC_0082543,0.025432564126760565
ISIC_0075663,0.019693677507042255
ISIC_0068279,0.030717320718309866
ISIC_0089401,0.029047582352112678
ISIC_0076742,0.024252960450704224
ISIC_0075914,0.026541938394366197
ISIC_0091559,0.025882566323943663
ISIC_0083035,0.02255946423943662
ISIC_0078703,0.026837195563380288
ISIC_0096328,0.025694658126760566
ISIC_0085172,0.025465360225352115
ISIC_0092726,0.026896346732394365
ISIC_0097499,0.02595269309859155
ISIC_0089738,0.04147636423943662
ISIC_0147869,0.02505062069014085
ISIC_0150975,0.09432291429577463
ISIC_0092870,0.07482578104225353
ISIC_0148677,0.027081651788732397
ISIC_0158127,0.02619227925352113
ISIC_0094775,0.026081012985915496
ISIC_0149568,0.029046286760563384
ISIC_0160270,0.02589831830985916
ISIC_0097997,0.02732839081690141
ISIC_0153549,0.025644419690140845
ISIC_0163812,0.025037039802816904
ISIC_0103298,0.02339152573239437
ISIC_0154870,0.026793046845070424
ISIC_0165945,0.03567561042253522
ISIC_0109869,0.024794482366197183
ISIC_0156772,0.036099539464788735
ISIC_0185547,0.026676561943661973
ISIC_0151200,0.03452137940845071
ISIC_0164603,0.03132300671830986
ISIC_0186437,0.026040779633802823
ISIC_0154338,0.02568377273239437
ISIC_0170696,0.031219440352112677
ISIC_0186501,0.03012904052112676
ISIC_0155012,0.05333076067605634
ISIC_0179056,0.03622513591549296
ISIC_0188955,0.03608272302816901
ISIC_0159782,0.023703815084507043
ISIC_0179104,0.026094666507042254
ISIC_0189336,0.027766213985915496
ISIC_0159996,0.10378559064788732
ISIC_0184482,0.024017948295774652
ISIC_0192701,0.02483694829577465
ISIC_0164809,0.0597859085915493
ISIC_0187428,0.030167410591549305
ISIC_0193785,0.026459797676056343
ISIC_0166202,0.03115606425352113
ISIC_0189333,0.15953878732394366
ISIC_0199261,0.024962191084507045
ISIC_0170583,0.025249127183098595
ISIC_0194550,0.026131841830985915
ISIC_0199455,0.02472531521126761
ISIC_0170636,0.02482175267605634
ISIC_0196694,0.019978933084507048
ISIC_0203016,0.027809609549295775
ISIC_0174405,0.029886179830985914
ISIC_0200999,0.07432831374647889
ISIC_0204580,0.02332747301408451
ISIC_0187498,0.03461271033802817
ISIC_0202259,0.027925009492957748
ISIC_0206079,0.024135580281690144
ISIC_0196399,0.038879902676056344
ISIC_0202576,0.02556225384507042
ISIC_0213974,0.026588540225352116
ISIC_0202023,0.02921450230985916
ISIC_0204275,0.02907928038028169
ISIC_0215054,0.020297338788732393
ISIC_0204994,0.06956274325352113
ISIC_0205127,0.030307101647887327
ISIC_0215112,0.02645379656338028
ISIC_0214186,0.02469930684507042
ISIC_0215966,0.033251163380281695
ISIC_0216690,0.03036464798591549
ISIC_0219450,0.03306390894366197
ISIC_0220649,0.03050618607042254
ISIC_0217267,0.024865804478873238
ISIC_0224300,0.043375089943661974
ISIC_0225245,0.023181947183098593
ISIC_0218575,0.0243946223943662
ISIC_0228497,0.027192284098591552
ISIC_0229459,0.02647814983098592
ISIC_0219948,0.02924075281690141
ISIC_0229265,0.02262031271830986
ISIC_0229832,0.024326787718309862
ISIC_0222150,0.037661170028169016
ISIC_0229871,0.03183573585915493
ISIC_0232963,0.028964337126760567
ISIC_0224919,0.02439018866197183
ISIC_0232785,0.027527259366197182
ISIC_0233487,0.028339569647887322
ISIC_0231167,0.026812822126760564
ISIC_0236531,0.02702259515492958
ISIC_0234146,0.02377060905633803
ISIC_0232101,0.04428405870422535
ISIC_0238711,0.024814002028169014
ISIC_0236261,0.029618902323943663
ISIC_0234248,0.026919056690140844
ISIC_0238824,0.03141935833802817
ISIC_0237721,0.026158324577464788
ISIC_0239843,0.051030229999999996
ISIC_0238940,0.02781259307042254
ISIC_0238871,0.02747683425352113
ISIC_0242433,0.02428266583098592
ISIC_0243683,0.0847718410422535
ISIC_0239597,0.04222700640845071
ISIC_0243849,0.036687594788732396
ISIC_0250842,0.02824743563380282
ISIC_0248321,0.09233729425352113
ISIC_0248114,0.16848255208450705
ISIC_0251149,0.031424942225352116
ISIC_0248628,0.0289185323943662
ISIC_0248521,0.026632427338028168
ISIC_0252448,0.02652296752112676
ISIC_0248936,0.02566676664788732
ISIC_0253367,0.028430062267605635
ISIC_0253516,0.028242954830985916
ISIC_0250064,0.024181917845070424
ISIC_0254517,0.039689529676056344
ISIC_0256926,0.017299375084507043
ISIC_0252649,0.030298828253521124
ISIC_0258806,0.026977941605633802
ISIC_0262276,0.037965904338028184
ISIC_0254698,0.02975971036619719
ISIC_0294170,0.03531212025352112
ISIC_0271408,0.024399703380281693
ISIC_0255914,0.030951688535211273
ISIC_0298274,0.05389970590140846
ISIC_0273664,0.024583647225352116
