image_name,target
ISIC_0052060,0.027264988515526056
ISIC_0052349,0.025292902253568172
ISIC_0058510,0.026121046394109726
ISIC_0073313,0.026356777176260948
ISIC_0073502,0.026976514142006636
ISIC_0074618,0.02865408780053258
ISIC_0076801,0.027226311154663563
ISIC_0077586,0.03359082341194153
ISIC_0082004,0.03587214695289731
ISIC_0082785,0.03770911367610097
ISIC_0085332,0.022452478297054768
ISIC_0087243,0.026461683679372072
ISIC_0088167,0.02869220683351159
ISIC_0089356,0.025654510129243135
ISIC_0090283,0.031134506687521935
ISIC_0092481,0.02577221393585205
ISIC_0095455,0.025725341867655516
ISIC_0095790,0.02774692652747035
ISIC_0097719,0.19505267217755318
ISIC_0099348,0.05772509705275297
ISIC_0101040,0.02919627306982875
ISIC_0101383,0.03174831252545118
ISIC_0105104,0.049445574171841145
ISIC_0108196,0.026234043296426535
ISIC_0112420,0.6877711564302444
ISIC_0114232,0.026000939309597015
ISIC_0115798,0.026405551936477423
ISIC_0116844,0.02801116043701768
ISIC_0126432,0.029525133781135082
ISIC_0131485,0.025914324913173914
ISIC_0131912,0.026955770328640938
ISIC_0131978,0.029814282432198524
ISIC_0139322,0.02930759685114026
ISIC_0142066,0.029923940543085337
ISIC_0143109,0.028977529611438513
ISIC_0148210,0.05521928984671831
ISIC_0148937,0.04820549627766013
ISIC_0150213,0.026774298399686813
ISIC_0152553,0.02688614185899496
ISIC_0153127,0.03242527786642313
ISIC_0154289,0.026021797209978104
ISIC_0155813,0.09440933354198933
ISIC_0155983,0.09499097801744938
ISIC_0157088,0.025839082896709442
ISIC_0158761,0.025916517712175846
ISIC_0161963,0.03642897540703416
ISIC_0165178,0.03930429229512811
ISIC_0165230,0.057857741601765156
ISIC_0165615,0.02626340603455901
ISIC_0165617,0.033724186941981316
ISIC_0165674,0.025866637472063303
ISIC_0165928,0.04779001511633396
ISIC_0166561,0.027806436643004417
ISIC_0168125,0.022487072506919503
ISIC_0169378,0.027179781813174486
ISIC_0169575,0.027438619639724493
ISIC_0169906,0.2484462931752205
ISIC_0171865,0.10601405519992113
ISIC_0172678,0.02653870265930891
ISIC_0174800,0.03543587448075414
ISIC_0175014,0.03197550494223833
ISIC_0175798,0.1072128489613533
ISIC_0176152,0.031501727644354105
ISIC_0177083,0.02566916076466441
ISIC_0178235,0.1483018696308136
ISIC_0178258,0.03126088483259082
ISIC_0178428,0.04846933297812939
ISIC_0178741,0.03339197160676122
ISIC_0180057,0.028204299975186586
ISIC_0182213,0.09921176359057426
ISIC_0183334,0.02708798972889781
ISIC_0183449,0.0744750676676631
ISIC_0183658,0.027350367046892643
ISIC_0183771,0.04325925698503852
ISIC_0186715,0.04065928515046835
ISIC_0187786,0.029114259872585535
ISIC_0188485,0.035903654526919127
ISIC_0191895,0.05666801333427429
ISIC_0192184,0.031060466542840004
ISIC_0192807,0.026159363333135843
ISIC_0193289,0.1317049479112029
ISIC_0194115,0.036536365281790495
ISIC_0195744,0.10123323369771242
ISIC_0195995,0.031319836154580116
ISIC_0196159,0.049315947107970715
ISIC_0196622,0.027992046903818846
ISIC_0196807,0.029515493661165237
ISIC_0197182,0.024368360172957182
ISIC_0197440,0.03747531911358237
ISIC_0197860,0.03607432032003999
ISIC_0198376,0.02632271870970726
ISIC_0198622,0.025121921207755804
ISIC_0199195,0.029156265780329704
ISIC_0199718,0.025071855634450912
ISIC_0199780,0.025549995712935925
ISIC_0200120,0.21015498042106628
ISIC_0204399,0.025869150646030903
ISIC_0204875,0.026817698031663895
ISIC_0205627,0.026988647878170013
ISIC_0206261,0.028286731336265802
ISIC_0206934,0.04182767029851675
ISIC_0207197,0.03808947978541255
ISIC_0208233,0.06851706560701132
ISIC_0209640,0.02489385474473238
ISIC_0210915,0.028485281858593225
ISIC_0212435,0.027750767301768064
ISIC_0212468,0.02823400078341365
ISIC_0213848,0.02660314179956913
ISIC_0216203,0.03046109201386571
ISIC_0216447,0.1770678712055087
ISIC_0220438,0.2454573754221201
ISIC_0220466,0.028792628552764654
ISIC_0223354,0.026170584373176098
ISIC_0223463,0.08389060758054256
ISIC_0223760,0.025026952382177114
ISIC_0224309,0.024355809204280376
ISIC_0225471,0.028391381725668907
ISIC_0225894,0.03546591568738222
ISIC_0226234,0.026287604589015245
ISIC_0227767,0.02612647134810686
ISIC_0228452,0.03095047501847148
ISIC_0229266,0.032211307901889086
ISIC_0230247,0.026285864878445864
ISIC_0230499,0.04840380325913429
ISIC_0231539,0.034092407673597336
ISIC_0231788,0.025409008841961622
ISIC_0232763,0.03343165060505271
ISIC_0235107,0.0329999215900898
ISIC_0235501,0.20461961440742016
ISIC_0235505,0.04189358884468675
ISIC_0235542,0.040814101696014404
ISIC_0238185,0.025357498321682215
ISIC_0238872,0.10208502877503633
ISIC_0239635,0.032573179341852665
ISIC_0240839,0.027454490773379803
ISIC_0241566,0.04136596852913499
ISIC_0243686,0.033159198705106974
ISIC_0243937,0.029927956871688366
ISIC_0244266,0.028854588512331247
ISIC_0244465,0.026626304257661104
ISIC_0244617,0.03738033305853605
ISIC_0244885,0.025805381126701832
ISIC_0245273,0.042331437580287457
ISIC_0246008,0.024032465182244778
ISIC_0246211,0.02887724433094263
ISIC_0248702,0.027492599561810493
ISIC_0251455,0.06710219290107489
ISIC_0251656,0.033360084518790245
ISIC_0252811,0.0394508452154696
ISIC_0254594,0.02561625838279724
ISIC_0255112,0.030138105619698763
ISIC_0256267,0.02635465282946825
ISIC_0258149,0.029596527572721243
ISIC_0258489,0.023962597828358412
ISIC_0258717,0.027633640449494123
ISIC_0259209,0.15199238434433937
ISIC_0259237,0.03349331161007285
ISIC_0261866,0.028319749981164932
ISIC_0261904,0.027298095170408487
ISIC_0261907,0.02610209258273244
ISIC_0262392,0.03020449075847864
ISIC_0262492,0.031157505698502064
ISIC_0263920,0.026617781724780798
ISIC_0265011,0.026050143409520388
ISIC_0267082,0.03344560228288174
ISIC_0268025,0.028430672828108072
ISIC_0268451,0.030438129790127277
ISIC_0269476,0.026296176481992006
ISIC_0270022,0.02827465906739235
ISIC_0270367,0.028016422409564257
ISIC_0271223,0.02947742212563753
ISIC_0272190,0.026734747923910618
ISIC_0273533,0.029070850927382708
ISIC_0274458,0.06935564521700144
ISIC_0274698,0.03676328109577298
ISIC_0274789,0.13716693967580795
ISIC_0276718,0.03364490857347846
ISIC_0280382,0.02567158592864871
ISIC_0280752,0.02534249285236001
ISIC_0280782,0.043586615938693285
ISIC_0280827,0.03658083686605096
ISIC_0281227,0.03751095896586776
ISIC_0282269,0.028785694390535355
ISIC_0282486,0.02950739348307252
ISIC_0282737,0.024678722489625216
ISIC_0284147,0.02517796214669943
ISIC_0284441,0.030533447861671448
ISIC_0284485,0.026797171216458082
ISIC_0285491,0.031216283328831196
ISIC_0285697,0.03409803053364158
ISIC_0286688,0.029905117116868496
ISIC_0287132,0.02424624329432845
ISIC_0287325,0.24361005425453186
ISIC_0288225,0.026216462720185518
ISIC_0290187,0.027250412851572037
ISIC_0291705,0.027239993680268526
ISIC_0292996,0.057167898863554
ISIC_0294150,0.04947451548650861
ISIC_0296540,0.027934402227401733
ISIC_0297539,0.028712752740830183
ISIC_0297702,0.026458958629518747
ISIC_0298417,0.0551215810701251
ISIC_0299870,0.11446409113705158
ISIC_0300002,0.027855539228767157
ISIC_0301547,0.03545952681452036
ISIC_0301769,0.02495889225974679
ISIC_0304467,0.027370523661375046
ISIC_0304666,0.02756463410332799
ISIC_0304667,0.043770054820925
ISIC_0306094,0.025998531840741634
ISIC_0307004,0.07245930284261703
ISIC_0307411,0.02910172939300537
ISIC_0309192,0.04114409163594246
ISIC_0309503,0.029629474505782127
ISIC_0310320,0.06972436606884003
ISIC_0311235,0.11986332572996616
ISIC_0311814,0.027353763580322266
ISIC_0312717,0.027018944267183542
ISIC_0313675,0.02512248558923602
ISIC_0317285,0.03455227380618453
ISIC_0318934,0.02387985633686185
ISIC_0319131,0.024785478599369526
ISIC_0319990,0.029477946925908327
ISIC_0320662,0.025055136065930128
ISIC_0321218,0.028753124177455902
ISIC_0321906,0.03125676466152072
ISIC_0321948,0.02980953734368086
ISIC_0322514,0.04147680103778839
ISIC_0327756,0.04701006831601262
ISIC_0328346,0.0252362797036767
ISIC_0328687,0.03045215317979455
ISIC_0328823,0.025682735722512007
ISIC_0329169,0.02914172038435936
ISIC_0329910,0.03722484316676855
ISIC_0330060,0.05648599145933986
ISIC_0330886,0.030417626723647118
ISIC_0332421,0.029941324144601822
ISIC_0332456,0.06470990087836981
ISIC_0334179,0.02590942196547985
ISIC_0335244,0.029189685825258493
ISIC_0335886,0.027530735824257135
ISIC_0336093,0.04687079228460789
ISIC_0338118,0.03199964761734009
ISIC_0338587,0.027986957225948572
ISIC_0339455,0.03435538616031408
ISIC_0340198,0.028581683058291674
ISIC_0340572,0.03010132582858205
ISIC_0341315,0.03733211988583207
ISIC_0343131,0.04057445889338851
ISIC_0343283,0.1215764656662941
ISIC_0346766,0.02691956702619791
ISIC_0347157,0.03058750694617629
ISIC_0348342,0.02774112019687891
ISIC_0350347,0.028967497404664755
ISIC_0350470,0.025568360928446054
ISIC_0351156,0.2484167069196701
ISIC_0351912,0.031142648309469223
ISIC_0352620,0.02670120121911168
ISIC_0353021,0.02693037549033761
ISIC_0355377,0.02670104941353202
ISIC_0358260,0.02733936859294772
ISIC_0358623,0.030889660120010376
ISIC_0359676,0.027438055723905563
ISIC_0359720,0.025206719525158405
ISIC_0361122,0.027848289348185062
ISIC_0366488,0.02791287563741207
ISIC_0367795,0.032468507532030344
ISIC_0367988,0.08932058326900005
ISIC_0368092,0.02609696937724948
ISIC_0368696,0.027133960742503405
ISIC_0369888,0.03143530059605837
ISIC_0370322,0.03448560694232583
ISIC_0371470,0.02643577102571726
ISIC_0371907,0.03261367650702596
ISIC_0372927,0.025740627199411392
ISIC_0372955,0.024513408076018095
ISIC_0372971,0.02876376686617732
ISIC_0373723,0.027309178840368986
ISIC_0375431,0.04330132342875004
ISIC_0377642,0.03192979656159878
ISIC_0378391,0.029791121371090412
ISIC_0378668,0.02689115423709154
ISIC_0379549,0.024738771840929985
ISIC_0380224,0.02422085916623473
ISIC_0381595,0.10903724003583193
ISIC_0382931,0.033451792784035206
ISIC_0383641,0.04446109989657998
ISIC_0383780,0.028078046161681414
ISIC_0385415,0.20625980384647846
ISIC_0385463,0.024413776583969593
ISIC_0385865,0.060211632400751114
ISIC_0388802,0.0300286915153265
ISIC_0389010,0.06673222407698631
ISIC_0389392,0.03124563628807664
ISIC_0389675,0.02676061075180769
ISIC_0390209,0.032164294738322496
ISIC_0391046,0.09031193889677525
ISIC_0391777,0.027740442659705877
ISIC_0392680,0.029014380183070898
ISIC_0392931,0.025354263372719288
ISIC_0393891,0.03992949007079005
ISIC_0394533,0.03893823456019163
ISIC_0394763,0.024570539593696594
ISIC_0394802,0.03547527315095067
ISIC_0395681,0.02499868581071496
ISIC_0395885,0.02753919269889593
ISIC_0398134,0.03367469226941466
ISIC_0400652,0.025830845348536968
ISIC_0401679,0.035199813079088926
ISIC_0403198,0.035984414629638195
ISIC_0406137,0.028496496379375458
ISIC_0407054,0.026421993039548397
ISIC_0407220,0.029746241867542267
ISIC_0408372,0.025460117030888796
ISIC_0408969,0.03168027987703681
ISIC_0409388,0.03725407971069217
ISIC_0410649,0.032834617421031
ISIC_0411243,0.02682611718773842
ISIC_0414776,0.028303890023380518
ISIC_0416431,0.02581037161871791
ISIC_0416708,0.02921339636668563
ISIC_0418978,0.027767864987254143
ISIC_0419005,0.04419847531244159
ISIC_0421107,0.02904836507514119
