image_name,target,pred,fold
ISIC_2637011,0,0.032304198,0
ISIC_0076262,0,0.037135586,0
ISIC_0074268,0,0.025743013,0
ISIC_0015719,0,0.0296682,0
ISIC_0082543,0,0.025200509,0
ISIC_0075663,0,0.03061843,0
ISIC_0068279,0,0.02531999,0
ISIC_0089401,0,0.023134734,0
ISIC_0076742,0,0.03327959,0
ISIC_0075914,0,0.021023879,0
ISIC_0091559,0,0.017793242,0
ISIC_0083035,0,0.018504713,0
ISIC_0078703,0,0.03481076,0
ISIC_0096328,0,0.02846832,0
ISIC_0085172,0,0.019167958,0
ISIC_0092726,0,0.047190588,0
ISIC_0097499,0,0.018089179,0
ISIC_0089738,0,0.029769238,0
ISIC_0147869,0,0.02182665,0
ISIC_0150975,0,0.05957104,0
ISIC_0092870,0,0.51955193,0
ISIC_0148677,0,0.020397374,0
ISIC_0158127,0,0.02082429,0
ISIC_0094775,0,0.021888018,0
ISIC_0149568,1,0.024063412,0
ISIC_0160270,0,0.023023339,0
ISIC_0097997,0,0.026858097,0
ISIC_0153549,0,0.046076342,0
ISIC_0163812,0,0.06910576,0
ISIC_0103298,0,0.028147183,0
ISIC_0154870,0,0.020664968,0
ISIC_0165945,0,0.045084227,0
ISIC_0109869,0,0.024620885,0
ISIC_0156772,0,0.06704358,0
ISIC_0185547,0,0.026553372,0
ISIC_0151200,0,0.08659941,0
ISIC_0164603,0,0.02258883,0
ISIC_0186437,0,0.02743444,0
ISIC_0154338,0,0.028097317,0
ISIC_0170696,0,0.034983486,0
ISIC_0186501,0,0.031515434,0
ISIC_0155012,0,0.10235574,0
ISIC_0179056,0,0.039152402,0
ISIC_0188955,0,0.033704996,0
ISIC_0159782,0,0.04746916,0
ISIC_0179104,0,0.057111297,0
ISIC_0189336,0,0.027913809,0
ISIC_0159996,0,0.26663652,0
ISIC_0184482,0,0.024360316,0
ISIC_0192701,0,0.02571652,0
ISIC_0164809,0,0.06658741,0
ISIC_0187428,0,0.22454202,0
ISIC_0193785,0,0.025038013,0
ISIC_0166202,0,0.13325036,0
ISIC_0189333,0,0.12508614,0
ISIC_0199261,0,0.020838914,0
ISIC_0170583,0,0.0397906,0
ISIC_0194550,0,0.027987871,0
ISIC_0199455,0,0.018774055,0
ISIC_0170636,0,0.020686474,0
ISIC_0196694,0,0.01638095,0
ISIC_0203016,0,0.033240896,0
ISIC_0174405,0,0.050263938,0
ISIC_0200999,0,0.026406234,0
ISIC_0204580,0,0.06001649,0
ISIC_0187498,0,0.034566216,0
ISIC_0202259,0,0.025042018,0
ISIC_0206079,0,0.02007099,0
ISIC_0196399,0,0.057683706,0
ISIC_0202576,0,0.023009956,0
ISIC_0213974,0,0.024716247,0
ISIC_0202023,0,0.037708994,0
ISIC_0204275,0,0.019539747,0
ISIC_0215054,0,0.14903098,0
ISIC_0204994,0,0.23873675,0
ISIC_0205127,0,0.03424688,0
ISIC_0215112,0,0.025646362,0
ISIC_0214186,0,0.024566576,0
ISIC_0215966,0,0.048764296,0
ISIC_0216690,0,0.025195584,0
ISIC_0219450,0,0.25348878,0
ISIC_0220649,0,0.06437168,0
ISIC_0217267,0,0.020963922,0
ISIC_0224300,0,0.12634254,0
ISIC_0225245,0,0.020272158,0
ISIC_0218575,0,0.030671176,0
ISIC_0228497,0,0.027090743,0
ISIC_0229459,0,0.029510714,0
ISIC_0219948,0,0.025147818,0
ISIC_0229265,0,0.035750993,0
ISIC_0229832,0,0.022117896,0
ISIC_0222150,0,0.034219284,0
ISIC_0229871,0,0.040845808,0
ISIC_0232963,0,0.031965513,0
ISIC_0224919,0,0.041800372,0
ISIC_0232785,0,0.11976272,0
ISIC_0233487,0,0.058954976,0
ISIC_0231167,0,0.02533278,0
ISIC_0236531,0,0.08906156,0
ISIC_0234146,0,0.01897224,0
ISIC_0232101,1,0.12369076,0
ISIC_0238711,0,0.028722402,0
ISIC_0236261,0,0.022568228,0
ISIC_0234248,0,0.024929712,0
ISIC_0238824,0,0.050705127,0
ISIC_0237721,0,0.025843453,0
ISIC_0239843,0,0.0635585,0
ISIC_0238940,0,0.021371838,0
ISIC_0238871,0,0.017967781,0
ISIC_0242433,0,0.01967008,0
ISIC_0243683,0,0.32337844,0
ISIC_0239597,0,0.59858346,0
ISIC_0243849,0,0.032150798,0
ISIC_0250842,0,0.027329829,0
ISIC_0248321,0,0.036939435,0
ISIC_0248114,0,0.34265488,0
ISIC_0251149,0,0.06472959,0
ISIC_0248628,0,0.022273846,0
ISIC_0248521,0,0.029215336,0
ISIC_0252448,0,0.020672964,0
