image_name,pred
ISIC_2637011,0.06401188
ISIC_0076262,0.0274995
ISIC_0074268,0.005546936999999999
ISIC_0015719,0.014474045500000001
ISIC_0082543,0.012774111999999999
ISIC_0075663,0.021994193999999998
ISIC_0068279,0.037838243
ISIC_0089401,0.010040712
ISIC_0076742,0.008745507
ISIC_0075914,0.045794003
ISIC_0091559,0.017013678
ISIC_0083035,0.014860305
ISIC_0078703,0.019602416
ISIC_0096328,0.015597518999999999
ISIC_0085172,0.028533837000000003
ISIC_0092726,0.024615488999999997
ISIC_0097499,0.017371211
ISIC_0089738,0.029348265
ISIC_0147869,0.009965458
ISIC_0150975,0.06116094
ISIC_0092870,0.35286254
ISIC_0148677,0.015920535
ISIC_0158127,0.024676047000000003
ISIC_0094775,0.016732136
ISIC_0149568,0.050058677999999995
ISIC_0160270,0.01968781
ISIC_0097997,0.019519404
ISIC_0153549,0.04218802
ISIC_0163812,0.06875518
ISIC_0103298,0.005904879
ISIC_0154870,0.018047098
ISIC_0165945,0.02733436
ISIC_0109869,0.01390931
ISIC_0156772,0.06435789
ISIC_0185547,0.0071667647
ISIC_0151200,0.061583973
ISIC_0164603,0.08134851
ISIC_0186437,0.015407356
ISIC_0154338,0.029243047999999997
ISIC_0170696,0.08327273
ISIC_0186501,0.022710167000000003
ISIC_0155012,0.03536616
ISIC_0179056,0.052399334000000006
ISIC_0188955,0.029679157
ISIC_0159782,0.042345035999999996
ISIC_0179104,0.093003616
ISIC_0189336,0.012791262
ISIC_0159996,0.057776682
ISIC_0184482,0.018052056
ISIC_0192701,0.023660665
ISIC_0164809,0.023870757000000003
ISIC_0187428,0.11538544
ISIC_0193785,0.032758214
ISIC_0166202,0.050631456
ISIC_0189333,0.08952023
ISIC_0199261,0.005912884
ISIC_0170583,0.02043035
ISIC_0194550,0.016649405
ISIC_0199455,0.06385935
ISIC_0170636,0.020171992
ISIC_0196694,0.031985052
ISIC_0203016,0.020635381
ISIC_0174405,0.07375435
ISIC_0200999,0.05346284
ISIC_0204580,0.078437924
ISIC_0187498,0.027449057000000002
ISIC_0202259,0.020303478
ISIC_0206079,0.009881713
ISIC_0196399,0.021871004
ISIC_0202576,0.012187502
ISIC_0213974,0.017730068
ISIC_0202023,0.007901643
ISIC_0204275,0.012293176999999999
ISIC_0215054,0.13877478
ISIC_0204994,0.28980953
ISIC_0205127,0.025834100000000002
ISIC_0215112,0.016346443000000002
ISIC_0214186,0.01033132
ISIC_0215966,0.03915793
ISIC_0216690,0.011543767
ISIC_0219450,0.15495081
ISIC_0220649,0.03589736
ISIC_0217267,0.009087511
ISIC_0224300,0.08879682
ISIC_0225245,0.020343397
ISIC_0218575,0.007560151
ISIC_0228497,0.012297846000000001
ISIC_0229459,0.032790106
ISIC_0219948,0.00972345
ISIC_0229265,0.028526452999999997
ISIC_0229832,0.027036617000000002
ISIC_0222150,0.054477226
ISIC_0229871,0.020695994
ISIC_0232963,0.021165192000000003
ISIC_0224919,0.02689212
ISIC_0232785,0.06376975
ISIC_0233487,0.051171046
ISIC_0231167,0.012198765
ISIC_0236531,0.07037107
ISIC_0234146,0.025322959
ISIC_0232101,0.067484036
ISIC_0238711,0.015450385
ISIC_0236261,0.029547333999999998
ISIC_0234248,0.04203916
ISIC_0238824,0.033416133
ISIC_0237721,0.024257287000000002
ISIC_0239843,0.120491005
ISIC_0238940,0.029937295
