image_name,pred
ISIC_2637011,0.019711336
ISIC_0076262,0.045991942
ISIC_0074268,0.00381177
ISIC_0015719,0.0066333027000000004
ISIC_0082543,0.0016479964000000002
ISIC_0075663,0.003712735
ISIC_0068279,0.041910045
ISIC_0089401,0.002011898
ISIC_0076742,0.0028788543
ISIC_0075914,0.0072466116
ISIC_0091559,0.0055800723
ISIC_0083035,0.0023580627
ISIC_0078703,0.0029985558000000002
ISIC_0096328,0.016469818
ISIC_0085172,0.007075314399999999
ISIC_0092726,0.015443252
ISIC_0097499,0.0034470933
ISIC_0089738,0.04939699
ISIC_0147869,0.0015838098
ISIC_0150975,0.03384353
ISIC_0092870,0.27278644
ISIC_0148677,0.0018601514000000001
ISIC_0158127,0.005380337
ISIC_0094775,0.0070927874
ISIC_0149568,0.050832003
ISIC_0160270,0.004300857
ISIC_0097997,0.010392035
ISIC_0153549,0.021787105
ISIC_0163812,0.04327348599999999
ISIC_0103298,0.0021032384
ISIC_0154870,0.0028713152000000002
ISIC_0165945,0.06735065
ISIC_0109869,0.003975573
ISIC_0156772,0.05536587
ISIC_0185547,0.0020611593
ISIC_0151200,0.07181832
ISIC_0164603,0.032084975
ISIC_0186437,0.0015218527
ISIC_0154338,0.02067339
ISIC_0170696,0.012415091999999999
ISIC_0186501,0.020355517
ISIC_0155012,0.09157659
ISIC_0179056,0.02253122
ISIC_0188955,0.03475674
ISIC_0159782,0.019692384
ISIC_0179104,0.028855935
ISIC_0189336,0.0018640266
ISIC_0159996,0.33679727
ISIC_0184482,0.0054777274
ISIC_0192701,0.007905977
ISIC_0164809,0.039789237000000005
ISIC_0187428,0.11546494
ISIC_0193785,0.009471071999999999
ISIC_0166202,0.25432718
ISIC_0189333,0.29616165
ISIC_0199261,0.004987040999999999
ISIC_0170583,0.008831806999999999
ISIC_0194550,0.009577637
ISIC_0199455,0.021055194
ISIC_0170636,0.03390516
ISIC_0196694,0.038231354
ISIC_0203016,0.015079998999999998
ISIC_0174405,0.02580629
ISIC_0200999,0.034716193
ISIC_0204580,0.08818985
ISIC_0187498,0.024523536000000002
ISIC_0202259,0.005263223
ISIC_0206079,0.004420192
ISIC_0196399,0.066584386
ISIC_0202576,0.0028670237
ISIC_0213974,0.003562515
ISIC_0202023,0.008014956
ISIC_0204275,0.0028145805
ISIC_0215054,0.12638253
ISIC_0204994,0.5446783000000001
ISIC_0205127,0.017700462
ISIC_0215112,0.012304707
ISIC_0214186,0.003189333
ISIC_0215966,0.02853874
ISIC_0216690,0.0031034522999999997
ISIC_0219450,0.19197424
ISIC_0220649,0.08652230000000001
ISIC_0217267,0.012232914
ISIC_0224300,0.15710166
ISIC_0225245,0.009888712
ISIC_0218575,0.0028365754999999998
ISIC_0228497,0.001761
ISIC_0229459,0.016898893
ISIC_0219948,0.004781678
ISIC_0229265,0.03268275
ISIC_0229832,0.01696064
ISIC_0222150,0.17230181
ISIC_0229871,0.045267199999999994
ISIC_0232963,0.019651243
ISIC_0224919,0.0054500718
ISIC_0232785,0.027837172
ISIC_0233487,0.088872805
ISIC_0231167,0.0021597435999999998
ISIC_0236531,0.10413719
ISIC_0234146,0.017528366
ISIC_0232101,0.02477584
ISIC_0238711,0.0023648151999999998
ISIC_0236261,0.023330662000000002
ISIC_0234248,0.00874219
ISIC_0238824,0.02877926
ISIC_0237721,0.014946126
ISIC_0239843,0.053318825
ISIC_0238940,0.021295309
ISIC_0238871,0.0018735595999999999
ISIC_0242433,0.066665746
ISIC_0243683,0.142876
ISIC_0239597,0.41812440000000006
ISIC_0243849,0.027052691
ISIC_0250842,0.01136907
ISIC_0248321,0.01746644
ISIC_0248114,0.51506495
ISIC_0251149,0.02481859
ISIC_0248628,0.01513428
ISIC_0248521,0.007472377
ISIC_0252448,0.035651214
ISIC_0248936,0.0021872135999999997
ISIC_0253367,0.004549468
ISIC_0253516,0.053853374
ISIC_0250064,0.037127238
ISIC_0254517,0.06834955
ISIC_0256926,0.062243245999999995
ISIC_0252649,0.030318772
ISIC_0258806,0.005683356999999999
ISIC_0262276,0.16444317
ISIC_0254698,0.017074946
ISIC_0294170,0.16701247
ISIC_0271408,0.0058477176
ISIC_0255914,0.01762021
ISIC_0298274,0.043861624
ISIC_0273664,0.007849739
ISIC_0258061,0.17335236
ISIC_0299504,0.06443663
ISIC_0278346,0.020151554
ISIC_0258821,0.0016594924
ISIC_0301191,0.0033068215000000003
ISIC_0279526,0.08357868
ISIC_0262401,0.0046037263
ISIC_0302804,0.004776626
ISIC_0286360,0.27835724
ISIC_0267054,0.016088828
ISIC_0305679,0.0035140677000000003
ISIC_0290881,0.027365688
ISIC_0268187,0.007289503
ISIC_0307377,0.061030417999999996
ISIC_0293607,0.061483253
ISIC_0268633,0.050312977
ISIC_0315525,0.004699184
ISIC_0294733,0.008276823
ISIC_0270289,0.0026852593
ISIC_0316826,0.030274257000000002
ISIC_0294910,0.013988641000000001
ISIC_0275984,0.49363950000000006
ISIC_0322340,0.029987462000000003
ISIC_0297186,0.041247103
ISIC_0278126,0.0034526845000000003
ISIC_0322967,0.018545251000000002
ISIC_0300915,0.036526114
ISIC_0278130,0.0022265622
ISIC_0325416,0.24278028
ISIC_0301931,0.23436294
ISIC_0280208,0.0050728675
ISIC_0326523,0.12474713
ISIC_0308722,0.3001862
ISIC_0281291,0.0024676236999999998
ISIC_0334227,0.0065684887
ISIC_0317589,0.23878093
ISIC_0281658,0.06066349
ISIC_0335396,0.0058062077000000005
ISIC_0334024,0.22611848
ISIC_0284422,0.063391455
ISIC_0337631,0.08972859
ISIC_0339930,0.0051062386
ISIC_0286750,0.0102420645
ISIC_0338377,0.003480993
ISIC_0341663,0.06924003
ISIC_0295178,0.047765493
ISIC_0338712,0.0146838855
ISIC_0342557,0.008100352
ISIC_0304703,0.014413003999999998
ISIC_0354589,0.005250510799999999
ISIC_0342587,0.033391394
ISIC_0308133,0.07192414
ISIC_0357043,0.114219
ISIC_0344052,0.020840337
ISIC_0311112,0.0021959092000000003
ISIC_0358071,0.042340413
ISIC_0347824,0.4229344
ISIC_0311369,0.005418866
ISIC_0364478,0.14085828
ISIC_0349484,0.0049596783
ISIC_0313422,0.010350614000000001
ISIC_0379979,0.005179512
ISIC_0349996,0.002396277
ISIC_0313507,0.009859618
ISIC_0380954,0.009276447
ISIC_0350472,0.0028315783
ISIC_0322004,0.00506589
ISIC_0395456,0.16831933
ISIC_0357231,0.0034867440000000004
ISIC_0324600,0.10311506
ISIC_0412659,0.0017996469
ISIC_0359307,0.5607059
ISIC_0325664,0.054305308
ISIC_0422061,0.0023304935999999997
ISIC_0367913,0.01321692
ISIC_0332865,0.0033964475
ISIC_0423312,0.006466171999999999
ISIC_0375073,0.067844614
ISIC_0339773,0.0054476215
ISIC_0427209,0.03794274
ISIC_0377420,0.02088105
ISIC_0355920,0.0040282174
ISIC_0430356,0.02115
ISIC_0384214,0.02243366
ISIC_0361149,0.0014088529
ISIC_0434114,0.013135823000000001
ISIC_0385609,0.0035562476
ISIC_0370132,0.08890677
ISIC_0435434,0.21722633
ISIC_0389955,0.13995244
ISIC_0381169,0.029685674
ISIC_0439726,0.0033527247
ISIC_0395933,0.14673054
