image_name,target,pred
ISIC_2637011,0,0.161999449133873
ISIC_0076262,0,0.0515182800590992
ISIC_0074268,0,0.0014682994224131107
ISIC_0015719,0,0.013862097635865213
ISIC_0082543,0,0.0344022698700428
ISIC_0075663,0,0.039277125149965286
ISIC_0068279,0,0.2211756706237793
ISIC_0089401,0,0.001997297629714012
ISIC_0076742,0,0.08051464706659317
ISIC_0075914,0,0.07135964930057526
ISIC_0091559,0,0.02324332669377327
ISIC_0083035,0,0.0075388834811747065
ISIC_0078703,0,0.06422998756170273
ISIC_0096328,0,0.07386507093906403
ISIC_0085172,0,0.05489049106836319
ISIC_0092726,0,0.06607600301504135
ISIC_0097499,0,0.04784132167696953
ISIC_0089738,0,0.10452529042959212
ISIC_0147869,0,0.004699115175753832
ISIC_0150975,0,0.2302161157131195
ISIC_0092870,0,0.3310915529727936
ISIC_0148677,0,0.030894432216882706
ISIC_0158127,0,0.08220813423395157
ISIC_0094775,0,0.07001050561666489
ISIC_0149568,1,0.0925811305642128
ISIC_0160270,0,0.03793363645672798
ISIC_0097997,0,0.17708782851696014
ISIC_0153549,0,0.10306248068809508
ISIC_0163812,0,0.1519535630941391
ISIC_0103298,0,0.00532829761505127
ISIC_0154870,0,0.04713841155171394
ISIC_0165945,0,0.2325635850429535
ISIC_0109869,0,0.006484072655439378
ISIC_0156772,0,0.24492043256759646
ISIC_0185547,0,0.005937332287430763
ISIC_0151200,0,0.3395900130271912
ISIC_0164603,0,0.22410385310649872
ISIC_0186437,0,0.024396240711212158
ISIC_0154338,0,0.12639309465885162
ISIC_0170696,0,0.12884028255939484
ISIC_0186501,0,0.13013726472854614
ISIC_0155012,0,0.28316283226013184
ISIC_0179056,0,0.197065994143486
ISIC_0188955,0,0.12715619802474976
ISIC_0159782,0,0.2576693296432495
ISIC_0179104,0,0.15747006237506864
ISIC_0189336,0,0.02153036929666996
ISIC_0159996,0,0.3985272943973541
ISIC_0184482,0,0.04552149027585983
ISIC_0192701,0,0.04025563970208168
ISIC_0164809,0,0.2386927604675293
ISIC_0187428,0,0.3158729672431946
ISIC_0193785,0,0.04935384914278984
ISIC_0166202,0,0.2336345463991165
ISIC_0189333,0,0.4531931579113007
ISIC_0199261,0,0.006393709219992161
ISIC_0170583,0,0.07447074353694916
ISIC_0194550,0,0.034007374197244644
ISIC_0199455,0,0.20792806148529053
ISIC_0170636,0,0.1141526699066162
ISIC_0196694,0,0.18062445521354675
ISIC_0203016,0,0.12962870299816132
ISIC_0174405,0,0.2566627264022827
ISIC_0200999,0,0.2170686423778534
ISIC_0204580,0,0.2601896226406097
ISIC_0187498,0,0.10953058302402496
ISIC_0202259,0,0.031748346984386444
ISIC_0206079,0,0.07999121397733687
ISIC_0196399,0,0.13270846009254456
ISIC_0202576,0,0.0524282269179821
ISIC_0213974,0,0.06778287142515182
ISIC_0202023,0,0.004409531597048043
ISIC_0204275,0,0.05355650559067726
ISIC_0215054,0,0.226774662733078
ISIC_0204994,0,0.4855726659297943
ISIC_0205127,0,0.08130356669425964
ISIC_0215112,0,0.08037959784269333
ISIC_0214186,0,0.013053975068032742
ISIC_0215966,0,0.11881773918867113
ISIC_0216690,0,0.018778655678033832
ISIC_0219450,0,0.3313520550727844
ISIC_0220649,0,0.2279556840658188
ISIC_0217267,0,0.01610904186964035
ISIC_0224300,0,0.2441907674074173
ISIC_0225245,0,0.06936368346214294
ISIC_0218575,0,0.0025142573285847907
ISIC_0228497,0,0.01637481339275837
ISIC_0229459,0,0.10128074884414673
ISIC_0219948,0,0.021987318992614743
ISIC_0229265,0,0.16615387797355652
ISIC_0229832,0,0.1187693178653717
ISIC_0222150,0,0.057469289749860764
ISIC_0229871,0,0.11536480486392975
ISIC_0232963,0,0.10537225008010864
ISIC_0224919,0,0.17586344480514526
ISIC_0232785,0,0.2602480351924896
ISIC_0233487,0,0.3768047988414765
ISIC_0231167,0,0.020623758435249332
ISIC_0236531,0,0.31514641642570496
ISIC_0234146,0,0.030315501615405083
ISIC_0232101,1,0.2555244863033295
ISIC_0238711,0,0.0313851423561573
ISIC_0236261,0,0.08556870371103288
ISIC_0234248,0,0.20285856723785398
ISIC_0238824,0,0.20121604204177854
ISIC_0237721,0,0.07922924309968947
ISIC_0239843,0,0.16719944775104525
ISIC_0238940,0,0.1224331483244896
ISIC_0238871,0,0.041159696877002716
ISIC_0242433,0,0.22370372712612152
ISIC_0243683,0,0.25831881165504456
ISIC_0239597,0,0.3981707990169525
ISIC_0243849,0,0.18379038572311399
ISIC_0250842,0,0.07236925512552261
ISIC_0248321,0,0.3147032558917999
ISIC_0248114,0,0.5016738176345825
ISIC_0251149,0,0.208259716629982
ISIC_0248628,0,0.027422115206718445
ISIC_0248521,0,0.038920123130083084
ISIC_0252448,0,0.09549228101968764
ISIC_0248936,0,0.019715752452611927
ISIC_0253367,0,0.04293341934680939
ISIC_0253516,0,0.07800079137086867
ISIC_0250064,0,0.0804733857512474
ISIC_0254517,0,0.17657315731048584
ISIC_0256926,0,0.17201600968837738
ISIC_0252649,0,0.15829871594905853
ISIC_0258806,0,0.0491110160946846
ISIC_0262276,0,0.19563835859298706
ISIC_0254698,0,0.1156369522213936
ISIC_0294170,0,0.2875325679779053
ISIC_0271408,0,0.07745052874088287
ISIC_0255914,0,0.2529677748680115
ISIC_0298274,0,0.2606024444103241
ISIC_0273664,0,0.0906771719455719
ISIC_0258061,0,0.399761825799942
ISIC_0299504,0,0.28432029485702515
ISIC_0278346,0,0.2607574164867401
ISIC_0258821,0,0.03750017285346985
ISIC_0301191,0,0.0483410581946373
ISIC_0279526,0,0.39206981658935547
ISIC_0262401,0,0.10640014708042143
ISIC_0302804,0,0.03890665248036385
ISIC_0286360,1,0.3648450076580048
ISIC_0267054,0,0.09640934318304062
ISIC_0305679,0,0.03190717101097107
ISIC_0290881,0,0.19945581257343287
ISIC_0268187,0,0.02223614789545536
ISIC_0307377,0,0.1911901533603668
ISIC_0293607,0,0.19972237944602966
ISIC_0268633,0,0.17607657611370087
ISIC_0315525,0,0.05585228651762009
ISIC_0294733,0,0.03759866952896118
ISIC_0270289,0,0.04503733664751053
ISIC_0316826,0,0.2886355519294739
ISIC_0294910,0,0.07402613759040833
ISIC_0275984,0,0.5131960511207581
ISIC_0322340,0,0.09514478594064713
ISIC_0297186,0,0.04360900446772576
ISIC_0278126,0,0.0038258859422057867
ISIC_0322967,0,0.036091774702072144
ISIC_0300915,0,0.20852763950824735
ISIC_0278130,0,0.015715029090642933
ISIC_0325416,0,0.24814996123313904
ISIC_0301931,0,0.4027798473834992
ISIC_0280208,0,0.18400795757770536
ISIC_0326523,0,0.2808411121368408
ISIC_0308722,0,0.2318009436130524
ISIC_0281291,0,0.02740801870822906
ISIC_0334227,0,0.0008749791304580867
ISIC_0317589,0,0.1542643904685974
ISIC_0281658,0,0.22347073256969446
ISIC_0335396,0,0.028092226013541218
ISIC_0334024,0,0.12366922944784164
ISIC_0284422,0,0.20924924314022064
ISIC_0337631,1,0.30031222105026245
ISIC_0339930,0,0.016258146613836292
ISIC_0286750,0,0.05094714462757111
ISIC_0338377,0,0.02525302954018116
ISIC_0341663,0,0.14619655907154086
ISIC_0295178,0,0.1795080304145813
ISIC_0338712,0,0.17214246094226834
ISIC_0342557,0,0.14663095772266388
ISIC_0304703,0,0.06824451684951782
ISIC_0354589,0,0.023561254143714905
ISIC_0342587,0,0.3746025562286377
ISIC_0308133,0,0.1621142476797104
ISIC_0357043,0,0.3308092951774597
ISIC_0344052,0,0.22200486063957212
ISIC_0311112,0,0.042595822364091866
ISIC_0358071,0,0.08815168589353561
ISIC_0347824,0,0.3316340446472168
ISIC_0311369,0,0.02869989164173603
ISIC_0364478,0,0.2081616073846817
ISIC_0349484,0,0.05480899289250374
ISIC_0313422,0,0.0941958799958229
ISIC_0379979,0,0.06562696397304535
ISIC_0349996,0,0.011093332432210444
ISIC_0313507,0,0.003022727556526661
ISIC_0380954,0,0.005505581852048636
ISIC_0350472,0,0.009775719605386255
ISIC_0322004,0,0.003867223160341382
ISIC_0395456,0,0.3518101871013641
ISIC_0357231,0,0.02107299491763115
ISIC_0324600,0,0.2967245876789093
ISIC_0412659,0,0.001705287490040064
ISIC_0359307,0,0.64028000831604
ISIC_0325664,0,0.40168362855911255
ISIC_0422061,0,0.008039786480367184
ISIC_0367913,0,0.21914929151535034
ISIC_0332865,0,0.009173396043479444
ISIC_0423312,0,0.05738865584135056
ISIC_0375073,0,0.17122425138950348
ISIC_0339773,0,0.0309047419577837
ISIC_0427209,0,0.2818934917449951
ISIC_0377420,0,0.10641395300626756
ISIC_0355920,0,0.13314048945903778
ISIC_0430356,0,0.12545077502727509
ISIC_0384214,0,0.3004631698131561
ISIC_0361149,0,0.006077914033085108
ISIC_0434114,0,0.22169049084186554
ISIC_0385609,0,0.01424049772322178
ISIC_0370132,0,0.1842961460351944
ISIC_0435434,0,0.4724636673927307
ISIC_0389955,0,0.3735183477401733
ISIC_0381169,0,0.17187777161598206
ISIC_0439726,0,0.027196049690246586
ISIC_0395933,0,0.14946314692497253
ISIC_0384200,0,0.012276612222194672
ISIC_0442837,0,0.04255212470889092
ISIC_0398069,0,0.08999437093734741
ISIC_0386664,0,0.08328860998153688
ISIC_0455456,0,0.35770028829574585
ISIC_0400685,0,0.009880716912448406
ISIC_0398140,0,0.10641583800315857
ISIC_0455687,0,0.10515991598367692
ISIC_0403893,0,0.030744643881917003
ISIC_0399416,0,0.3580774664878845
ISIC_0456905,0,0.482086032629013
ISIC_0411688,0,0.059234339743852615
ISIC_0404809,0,0.12744055688381195
ISIC_0465385,0,0.07000996172428131
ISIC_0426592,0,0.07740515470504761
ISIC_0405554,0,0.1909345388412476
ISIC_0465476,0,0.040267329663038254
ISIC_0430837,0,0.1858726143836975
ISIC_0407040,0,0.20345383882522586
ISIC_0468433,0,0.01718229241669178
ISIC_0430904,0,0.08120502531528473
ISIC_0413247,0,0.0994531661272049
ISIC_0475341,0,0.28614482283592224
ISIC_0439950,0,0.0030935208778828387
ISIC_0421558,0,0.2602759897708893
ISIC_0482297,0,0.016054855659604073
ISIC_0444339,0,0.11660834401845932
ISIC_0422225,0,0.12250591814517975
ISIC_0484568,0,0.10389219969511032
ISIC_0445267,0,0.026120120659470558
ISIC_0422283,0,0.011646874248981476
ISIC_0485815,0,0.02402513101696968
ISIC_0459035,0,0.08838411420583725
ISIC_0423722,0,0.3122031688690185
