,image_name,target
0,ISIC_0052060,0.025665531866252422
1,ISIC_0052349,0.01953252102248371
2,ISIC_0058510,0.02141092740930617
3,ISIC_0073313,0.013595987809821963
4,ISIC_0073502,0.05873921979218723
5,ISIC_0074618,0.032405455131083734
6,ISIC_0076801,0.05059504276141524
7,ISIC_0077586,0.12021875381469727
8,ISIC_0082004,0.12183702923357487
9,ISIC_0082785,0.017656257608905438
10,ISIC_0085332,0.022307822480797768
11,ISIC_0087243,0.014207425527274609
12,ISIC_0088167,0.019856353756040335
13,ISIC_0089356,0.013994148699566722
14,ISIC_0090283,0.4020639546215534
15,ISIC_0092481,0.018450461328029633
16,ISIC_0095455,0.0211891601793468
17,ISIC_0095790,0.016710891155526042
18,ISIC_0097719,0.2428548783063889
19,ISIC_0099348,0.23284032940864563
20,ISIC_0101040,0.030756487976759672
21,ISIC_0101383,0.034464886877685785
22,ISIC_0105104,0.15610037744045255
23,ISIC_0108196,0.020506076281890273
24,ISIC_0112420,0.7123574167490005
25,ISIC_0114232,0.014731511240825055
26,ISIC_0115798,0.02447788789868355
27,ISIC_0116844,0.018687485018745065
28,ISIC_0126432,0.02232491341419518
29,ISIC_0131485,0.018354837084189054
30,ISIC_0131912,0.023581374902278185
31,ISIC_0131978,0.01908180746249855
32,ISIC_0139322,0.04978355253115297
33,ISIC_0142066,0.041115435771644115
34,ISIC_0143109,0.03613752871751785
35,ISIC_0148210,0.08599699661135674
36,ISIC_0148937,0.11210934538394213
37,ISIC_0150213,0.04081454314291477
38,ISIC_0152553,0.01222292718011886
39,ISIC_0153127,0.01912114373408258
40,ISIC_0154289,0.03091718396171927
41,ISIC_0155813,0.21136205457150936
42,ISIC_0155983,0.5355991795659065
43,ISIC_0157088,0.02909742947667838
44,ISIC_0158761,0.015105891739949584
45,ISIC_0161963,0.05053184041753411
46,ISIC_0165178,0.047082362696528435
47,ISIC_0165230,0.0661096079275012
48,ISIC_0165615,0.0176127627491951
49,ISIC_0165617,0.03693090286105871
50,ISIC_0165674,0.019716569222509864
51,ISIC_0165928,0.07832091767340899
52,ISIC_0166561,0.018677498679608103
53,ISIC_0168125,0.02595607284456491
54,ISIC_0169378,0.035774124786257744
55,ISIC_0169575,0.013318900018930435
56,ISIC_0169906,0.3302312009036541
57,ISIC_0171865,0.06028598919510843
58,ISIC_0172678,0.014342988608404994
59,ISIC_0174800,0.07165905646979809
60,ISIC_0175014,0.03130337875336409
61,ISIC_0175798,0.10638326965272427
62,ISIC_0176152,0.0720729250460863
63,ISIC_0177083,0.01823193673044443
64,ISIC_0178235,0.31525687128305435
65,ISIC_0178258,0.071515629068017
66,ISIC_0178428,0.1309245377779007
67,ISIC_0178741,0.0736363073810935
68,ISIC_0180057,0.02667315909639001
69,ISIC_0182213,0.296856801956892
70,ISIC_0183334,0.021136655937880278
71,ISIC_0183449,0.164067966863513
72,ISIC_0183658,0.01846763235516846
73,ISIC_0183771,0.04428205033764243
74,ISIC_0186715,0.14731364138424397
75,ISIC_0187786,0.019904838874936104
76,ISIC_0188485,0.048476233612746
77,ISIC_0191895,0.07642205245792866
78,ISIC_0192184,0.04570447420701385
79,ISIC_0192807,0.016181363025680184
80,ISIC_0193289,0.7067897766828537
81,ISIC_0194115,0.035941471345722675
82,ISIC_0195744,0.06306388042867184
83,ISIC_0195995,0.018822364043444395
84,ISIC_0196159,0.0741048436611891
85,ISIC_0196622,0.014147951500490308
86,ISIC_0196807,0.2152488213032484
87,ISIC_0197182,0.01862796489149332
88,ISIC_0197440,0.1585285570472479
89,ISIC_0197860,0.07456266321241856
90,ISIC_0198376,0.018714523408561945
91,ISIC_0198622,0.01717079035006464
92,ISIC_0199195,0.02900621434673667
93,ISIC_0199718,0.02643777127377689
94,ISIC_0199780,0.01671705953776836
95,ISIC_0200120,0.18373931385576725
96,ISIC_0204399,0.015412150882184505
97,ISIC_0204875,0.01595738017931581
98,ISIC_0205627,0.02684989245608449
99,ISIC_0206261,0.020261327968910336
100,ISIC_0206934,0.02191529329866171
101,ISIC_0207197,0.04552351823076606
102,ISIC_0208233,0.5083084702491759
103,ISIC_0209640,0.01658928184770048
104,ISIC_0210915,0.0283690826036036
105,ISIC_0212435,0.017435964429751042
106,ISIC_0212468,0.019151181215420365
107,ISIC_0213848,0.028840947430580854
108,ISIC_0216203,0.03360030800104141
109,ISIC_0216447,0.5838216170668602
110,ISIC_0220438,0.7645387798547745
111,ISIC_0220466,0.016463650157675144
