image_name,target,pred,fold
ISIC_2637011,0,0.029322278,0
ISIC_0076262,0,0.027818525,0
ISIC_0074268,0,0.022639692,0
ISIC_0015719,0,0.02368108,0
ISIC_0082543,0,0.022409337,0
ISIC_0075663,0,0.025403194,0
ISIC_0068279,0,0.04680971,0
ISIC_0089401,0,0.022047602,0
ISIC_0076742,0,0.026963681,0
ISIC_0075914,0,0.030048955,0
ISIC_0091559,0,0.026014453,0
ISIC_0083035,0,0.026083024,0
ISIC_0078703,0,0.02314834,0
ISIC_0096328,0,0.029973842,0
ISIC_0085172,0,0.028307784,0
ISIC_0092726,0,0.032519102,0
ISIC_0097499,0,0.029612798,0
ISIC_0089738,0,0.04003174,0
ISIC_0147869,0,0.023501342,0
ISIC_0150975,0,0.09547098,0
ISIC_0092870,0,0.11095441,0
ISIC_0148677,0,0.020784132,0
ISIC_0158127,0,0.025929641,0
ISIC_0094775,0,0.027137233,0
ISIC_0149568,1,0.028627314,0
ISIC_0160270,0,0.026493693,0
ISIC_0097997,0,0.03424351,0
ISIC_0153549,0,0.029177468,0
ISIC_0163812,0,0.029032612,0
ISIC_0103298,0,0.026751367,0
ISIC_0154870,0,0.024792772,0
ISIC_0165945,0,0.042245194,0
ISIC_0109869,0,0.026618944,0
ISIC_0156772,0,0.04022998,0
ISIC_0185547,0,0.023633754,0
ISIC_0151200,0,0.045963623,0
ISIC_0164603,0,0.049414467,0
ISIC_0186437,0,0.024313943,0
ISIC_0154338,0,0.031966057,0
ISIC_0170696,0,0.069497414,0
ISIC_0186501,0,0.03179089,0
ISIC_0155012,0,0.049209334,0
ISIC_0179056,0,0.028879516,0
ISIC_0188955,0,0.04070033,0
ISIC_0159782,0,0.036408618,0
ISIC_0179104,0,0.03524116,0
ISIC_0189336,0,0.022736657,0
ISIC_0159996,0,0.054788016,0
ISIC_0184482,0,0.02698052,0
ISIC_0192701,0,0.024583697,0
ISIC_0164809,0,0.089447685,0
ISIC_0187428,0,0.05364603,0
ISIC_0193785,0,0.02519458,0
ISIC_0166202,0,0.10365441,0
ISIC_0189333,0,0.078606986,0
ISIC_0199261,0,0.023996133,0
ISIC_0170583,0,0.03144671,0
ISIC_0194550,0,0.03079613,0
ISIC_0199455,0,0.031453524,0
ISIC_0170636,0,0.027003903,0
ISIC_0196694,0,0.03420294,0
ISIC_0203016,0,0.034782287,0
ISIC_0174405,0,0.04314417,0
ISIC_0200999,0,0.04189452,0
ISIC_0204580,0,0.037055776,0
ISIC_0187498,0,0.02945434,0
ISIC_0202259,0,0.024128908,0
ISIC_0206079,0,0.03293771,0
ISIC_0196399,0,0.042262986,0
ISIC_0202576,0,0.02522512,0
ISIC_0213974,0,0.025654407,0
ISIC_0202023,0,0.028280227,0
ISIC_0204275,0,0.026243173,0
ISIC_0215054,0,0.034046497,0
ISIC_0204994,0,0.09856715,0
ISIC_0205127,0,0.03205435,0
ISIC_0215112,0,0.030897921,0
ISIC_0214186,0,0.02764756,0
ISIC_0215966,0,0.03235939,0
ISIC_0216690,0,0.021104831,0
ISIC_0219450,0,0.062494352,0
ISIC_0220649,0,0.07190697,0
ISIC_0217267,0,0.02260038,0
ISIC_0224300,0,0.08010528,0
ISIC_0225245,0,0.033906225,0
